id,title,authors,venue,year
1266,research directions in biodiversity informatics j schnase,,vldb,2000.0
1267,"size separation spatial join n koudas , k sevcik sigmod conference",,,1997.0
1268,partitioned garbage collection of large object store,"u maheshwari , b liskov",sigmod conference,1997.0
1269,work and information practices in the sciences of biodiversity g bowker vldb,,,2000.0
1270,"highly concurrent cache consistency for indices in client-server database systems m zaharioudakis , m carey 1997",,sigmod conference,
1271,the zero latency enterprise d liles,,vldb,2000.0
1272,"improved query performance with variant indexes p o'neil , d quass",,sigmod conference,1997.0
1273,"panel : future directions of database research - the vldb broadening strategy , part 2 vldb",m brodie,,2000.0
1274,linking business to deliver value : a data management challenge a deshpande vldb 2000,,,
1275,"maintenance of data cubes and summary tables in a warehouse i mumick , d quass , b mumick",,sigmod conference,1997.0
1276,"range queries in olap data cubes c ho , r agrawal , n megiddo , r srikant sigmod conference",,,1997.0
1277,"high-performance and scalability through application tier,in-memory data management",,vldb,2000.0
1278,"social , educational , and governmental change enabled through information technology vldb 2000","k ramamritham , y atfi , c batini , m eitan , v gregg , d phatak",,
1279,"database performance in the real world - tpc-d and sap r/3 ( experience paper ) j doppelhammer , t hіppler , a kemper , d kossmann sigmod conference",,,1997.0
1280,"database buffer size investigation for oltp workloads ( experience paper ) t tsuei , a packer , k ko 1997",,sigmod conference,
1281,xperanto : middleware for publishing object-relational data as xml documents vldb,"m carey , j kiernan , j shanmugasundaram , e shekita , s subramanian",,2000.0
1282,the strip rule system for efficiently maintaining derived data,"b adelberg , h garcia-molina , j widom",sigmod conference,1997.0
1283,"panel : future directions of database research - the vldb broadening strategy , part 1",h schek,vldb,2000.0
1284,panel : is generic metadata management feasible ? vldb 2000,"p bernstein , l haas , m jarke , e rahm , g wiederhold",,
1285,the bucky object-relational benchmark ( experience paper ) 1997,"m carey , d dewitt , j naughton , m asgarian , p brown , j gehrke , d shah",sigmod conference,
1286,"publish/subscribe on the web at extreme speed j pereira , f fabret , f llirbat , r preotiuc-pietro , k ross , d shasha vldb",,,2000.0
1287,"association rules over interval data r miller , y yang sigmod conference 1997",,,
1288,"a unified framework for enforcing multiple access control policies s jajodia , p samarati , v subrahmanian , e bertino 1997",,sigmod conference,
1289,insite : a tool for interpreting users ? interaction with a web space 2000,"c shahabi , a faisal , f kashani , j faruque",vldb,
1290,model-based information integration in a neuroscience mediator system 2000,"b ludфscher , a gupta , m martone",vldb,
1291,databases on the web : technologies for federation architectures and case studies ( tutorial ) r kramer 1997,,sigmod conference,
1292,push technology personalization through event correlation vldb 2000,"a adi , d botzer , o etzion , t yatzkar-haham",,
1293,delaunay : a database visualization system sigmod conference 1997,"i cruz , m averbuch , w lucas , m radzyminski , k zhang",,
1294,memex : a browsing assistant for collaborative archiving and mining of surf trails,"s chakrabarti , s srivastava , m subramanyam , m tiwari",vldb,2000.0
1295,devise : integrated querying and visual exploration of large datasets ( demo abstract ) sigmod conference 1997,"m livny , r ramakrishnan , k beyer , g chen , d donjerkovic , s lawande , j myllymaki , r wenger",,
1296,information integration : the momis project demonstration vldb,"d beneventano , s bergamaschi , s castano , a corni , r guidetti , g malvezzi , m melchiori , m vincini",,2000.0
1297,"geominer : a system prototype for spatial data mining j han , k koperski , n stefanovic sigmod conference",,,1997.0
1298,"similarity-based queries for time series data d rafiei , a mendelzon",,sigmod conference,1997.0
1299,telcordia 's database reconciliation and data quality analysis tool vldb 2000,"f caruso , m cochinwala , u ganapathy , g lalk , p missier",,
1300,"meaningful change detection in structured data s chawathe , h garcia-molina 1997",,sigmod conference,
1301,"rainbow : distributed database system for classroom education and experimental research a helal , h li vldb",,,2000.0
1302,"focused crawling using context graphs m diligenti , f coetzee , s lawrence , c giles , m gori",,vldb,2000.0
1303,beyond market baskets : generalizing association rules to correlations 1997,"s brin , r motwani , c silverstein",sigmod conference,
1304,"semantic access : semantic interface for querying databases n rishe , j yuan , r athauda , s chen , x lu , x ma , a vaschillo , a shaposhnikov , d vasilevsky",,vldb,2000.0
1305,efficiently supporting ad hoc queries in large datasets of time sequences 1997,"f korn , h jagadish , c faloutsos",sigmod conference,
1306,"devise : integrated querying and visualization of large datasets m livny , r ramakrishnan , k beyer , g chen , d donjerkovic , s lawande , j myllymaki , r wenger",,sigmod conference,1997.0
1307,"the treescape system : reuse of pre-computed aggregates over irregular olap hierarchies t pedersen , c jensen , c dyreson 2000",,vldb,
1308,"olap + + : powerful and easy-to-use federations of olap and object databases j gu , t pedersen , a shoshani vldb",,,2000.0
1309,"building a scaleable geo-spatial dbms : technology , implementation , and evaluation sigmod conference","j patel , j yu , n kabra , k tufte , b nag , j burger , n hall , k ramasamy , r lueder , c ellmann , j kupsch , s guo , d dewitt , j naughton",,1997.0
1310,"a toolkit for negotiation support interfaces to multi-dimensional data m gebhardt , m jarke , s jacobs sigmod conference",,,1997.0
1311,"performance issues in incremental warehouse maintenance w labio , j yang , y cui , h garcia-molina , j widom vldb",,,2000.0
1312,"the challenge of process data warehousing m jarke , t list , j kіller 2000",,vldb,
1313,"distance-based indexing for high-dimensional metric spaces t bozkaya , z жzsoyoglu sigmod conference 1997",,,
1314,"what is the nearest neighbor in high dimensional spaces ? a hinneburg , c aggarwal , d keim",,vldb,2000.0
1315,efficient view maintenance at data warehouses,"d agrawal , a abbadi , a singh , t yurek",sigmod conference,1997.0
1316,"the a-tree : an index structure for high-dimensional spaces using relative approximation y sakurai , m yoshikawa , s uemura , h kojima vldb 2000",,,
1317,"eliminating costly redundant computations from sql trigger executions f llirbat , f fabret , e simon sigmod conference 1997",,,
1318,the bt-tree : a branched and temporal access method 2000,"l jiang , b salzberg , d lomet , m garcэa",vldb,
1319,"zoo : a desktop emperiment management environment y ioannidis , m livny , a ailamaki , a narayanan , a therber",,sigmod conference,1997.0
1320,temporal integrity constraints with indeterminacy,"w cowley , d plexousakis",vldb,2000.0
1321,"the mentor workbench for enterprise-wide workflow management d wodtke , j weiпenfels , g weikum , a dittrich , p muth sigmod conference",,,1997.0
1322,"optimizing multi-feature queries for image databases u gќntzer , w balke , w kieпling 2000",,vldb,
1323,sentinel : an object-oriented dbms with event-based rules 1997,s chakravarthy,sigmod conference,
1324,"managing intervals efficiently in object-relational databases h kriegel , m pіtke , t seidl",,vldb,2000.0
1325,predator : an or-dbms with enhanced data types sigmod conference,"p seshadri , m paskin",,1997.0
1326,data access for the masses through ole db sigmod conference,j blakeley,,1996.0
1327,"novel approaches in query processing for moving object trajectories d pfoser , c jensen , y theodoridis vldb 2000",,,
1328,"fault-tolerant architectures for continuous media servers b жzden , r rastogi , p shenoy , a silberschatz sigmod conference",,,1996.0
1329,"identifying representative trends in massive time series data sets using sketches p indyk , n koudas , s muthukrishnan 2000",,vldb,
1330,a content-based multimedia server for massively parallel architectures 1996,"w o'connell , i ieong , d schrader , c watson , g au , a biliris , s choo , p colin , g linderman , e panagos , j wang , t walters",sigmod conference,
1331,"set containment joins : the good , the bad and the ugly k ramasamy , j patel , j naughton , r kaushik",,vldb,2000.0
1332,"fundamental techniques for order optimization d simmen , e shekita , t malkemus",,sigmod conference,1996.0
1333,"what happens during a join ? dissecting cpu and memory optimization effects s manegold , p boncz , m kersten",,vldb,2000.0
1334,"the distributed information search component ( disco ) and the world wide web a tomasic , r amouroux , p bonnet , o kapitskaia , h naacke , l raschid",,sigmod conference,1997.0
1335,optimizing queries on compressed bitmaps vldb 2000,"s amer-yahia , t johnson",,
1336,"toward learning based web query processing y diao , h lu , s chen , z tian 2000",,vldb,
1337,the infosleuth project sigmod conference 1997,"r jr. , w bohrer , r brice , a cichocki , j fowler , a helal , v kashyap , t ksiezyk , g martin , m nodine , m rashid , m rusinkiewicz , r shea , c unnikrishnan , a unruh , d woelk",,
1338,user-adaptive exploration of multidimensional data vldb,s sarawagi,,2000.0
1339,"infomaster : an information integration system m genesereth , a keller , o duschka sigmod conference 1997",,,
1340,oracle8i index-organized table and its application to new domains vldb,"j srinivasan , s das , c freiwald , e chong , m jagannath , a yalamanchi , r krishnan , a tran , s defazio , j banerjee",,2000.0
1341,"languages for multi-database interoperability f gingras , l lakshmanan , i subramanian , d papoulis , n shiri sigmod conference",,,1997.0
1342,"s3 : similarity search in cad database systems s berchtold , h kriegel",,sigmod conference,1997.0
1343,"multi-dimensional database allocation for parallel data warehouses t stіhr , h mфrtens , e rahm vldb 2000",,,
1344,"structural matching and discovery in document databases j wang , d shasha , g chang , l relihan , k zhang , g patel",,sigmod conference,1997.0
1345,"integrating the ub-tree into a database system kernel f ramsak , v markl , r fenk , m zirkel , k elhardt , r bayer",,vldb,2000.0
1346,"practical applications of triggers and constraints : success and lingering issues ( 10-year award ) s ceri , r cochrane , j widom vldb",,,2000.0
1347,the whips prototype for data warehouse creation and maintenance sigmod conference 1997,"w labio , y zhuge , j wiener , h gupta , h garcia-molina , j widom",,
1348,temporal queries in olap vldb,"a mendelzon , a vaisman",,2000.0
1349,"strudel : a web-site management system m fernandez , d florescu , j kang , a levy , d suciu 1997",,sigmod conference,
1350,the evolution of the web and implications for an incremental crawler,"j cho , h garcia-molina",vldb,2000.0
1351,query optimization at the crossroads ( panel ) 1997,s chaudhuri,sigmod conference,
1352,"hypothetical queries in an olap environment a balmin , t papadimitriou , y papakonstantinou 2000",,vldb,
1353,"picture programming project n goyal , c hoch , r krishnamurthy , b meckler , m suckow , m zloof sigmod conference 1997",,,
1354,"object-relational database systems : principles , products , and challenges ( tutorial ) 1997",,,
1355,using sql to build new aggregates and extenders for object - relational systems,"h wang , c zaniolo",vldb,2000.0
1356,data warehousing and olap for decision support ( tutorial ),,,1997.0
1357,icicles : self-tuning samples for approximate query answering,"v ganti , m lee , r ramakrishnan",vldb,2000.0
1358,"offering a precision-performance tradeoff for aggregation queries over replicated data c olston , j widom",,vldb,2000.0
1359,"mdm : a multiple-data-model tool for the management of heterogeneous database schemes p atzeni , r torlone",,sigmod conference,1997.0
1360,template-based wrappers in the tsimmis system 1997,"j hammer , h garcia-molina , s nestorov , r yerneni , m breunig , v vassalos",sigmod conference,
1361,"manipulating interpolated data is easier than you thought s grumbach , p rigaux , l segoufin vldb",,,2000.0
1362,schema mapping as query discovery vldb 2000,"r miller , l haas , m hernсndez",,
1363,"semcog : an object-based image retrieval system and its visual query interface w li , k candan , k hirata , y hara 1997",,sigmod conference,
1364,"the context interchange mediator prototype s bressan , c goh , k fynn , m jakobisiak , k hussein , h kon , t lee , s madnick , t pena , j qu , a shum , m siegel sigmod conference",,,1997.0
1365,local dimensionality reduction : a new approach to indexing high dimensional spaces vldb,"k chakrabarti , s mehrotra",,2000.0
1366,on-line warehouse view maintenance sigmod conference 1997,"d quass , j widom",,
1367,the 3w model and algebra for unified data mining vldb 2000,"t johnson , l lakshmanan , r ng",,
1368,mining frequent itemsets using support constraints vldb 2000,"k wang , y he , j han",,
1369,"supporting multiple view maintenance policies l colby , a kawaguchi , d lieuwen , i mumick , k ross",,sigmod conference,1997.0
1370,"rethinking database system architecture : towards a self-tuning risc-style database system s chaudhuri , g weikum",,vldb,2000.0
1371,"the sr-tree : an index structure for high-dimensional nearest neighbor queries n katayama , s satoh sigmod conference",,,1997.0
1372,"wave-indices : indexing evolving databases n shivakumar , h garcia-molina sigmod conference",,,1997.0
1373,picodmbs : scaling down database techniques for the smartcard vldb,"c bobineau , l bouganim , p pucheral , p valduriez",,2000.0
1374,concurrency in the data warehouse,r taylor,vldb,2000.0
1375,revisiting commit processing in distributed database systems 1997,"r gupta , j haritsa , k ramamritham",sigmod conference,
1376,"lessons from wall street : case studies in configuration , tuning , and distribution ( tutorial ) 1997",,,
1377,temporal aggregation in active database rules sigmod conference 1997,"i motakis , c zaniolo",,
1378,"controlling data warehouses with knowledge networks e schaefer , j becker , a boehmer , m jarke vldb 2000",,,
1379,"secure transaction processing in firm real-time database systems b george , j haritsa",,sigmod conference,1997.0
1380,on efficiently implementing schemasql on an sql database system vldb,"l lakshmanan , f sadri , s subramanian",,1999.0
1381,the dangers of replication and a solution 1996,"j gray , p helland , p o'neil , d shasha",sigmod conference,
1382,"performance tradeoffs for client-server query processing m franklin , b jѓnsson , d kossmann sigmod conference 1996",,,
1383,"physical data independence , constraints , and optimization with universal plans vldb 1999","a deutsch , l popa , v tannen",,
1384,user-defined table operators : enhancing extensibility for ordbms vldb,"m jaedicke , b mitschang",,1999.0
1385,"random i/o scheduling in online tertiary storage systems b hillyer , a silberschatz 1996",,sigmod conference,
1386,"hot mirroring : a study to hide parity upgrade penalty and degradations during rebuilds for raid5 k mogi , m kitsuregawa sigmod conference 1996",,,
1387,"unrolling cycles to decide trigger termination s lee , t ling 1999",,vldb,
1388,on-line reorganization of sparsely-populated b + trees,"c zou , b salzberg",sigmod conference,1996.0
1389,similarity search in high dimensions via hashing vldb,"a gionis , p indyk , r motwani",,1999.0
1390,"optimal grid-clustering : towards breaking the curse of dimensionality in high-dimensional clustering a hinneburg , d keim vldb 1999",,,
1391,"birch : an efficient data clustering method for very large databases t zhang , r ramakrishnan , m livny sigmod conference 1996",,,
1392,"o-o , what have they done to db2 ?","m carey , d chamberlin , s narayanan , b vance , d doole , s rielau , r swagerman , n mattos",vldb,1999.0
1393,"query caching and optimization in distributed mediator systems s adali , k candan , y papakonstantinou , v subrahmanian sigmod conference",,,1996.0
1394,two techniques for on-line index modification in shared nothing parallel databases,"k achyutuni , e omiecinski , s navathe",sigmod conference,1996.0
1395,"what can hierarchies do for data warehouses ? h jagadish , l lakshmanan , d srivastava vldb",,,1999.0
1396,"relational databases for querying xml documents : limitations and opportunities j shanmugasundaram , k tufte , c zhang , g he , d dewitt , j naughton 1999",,vldb,
1397,rapid bushy join-order optimization with cartesian products sigmod conference 1996,"b vance , d maier",,
1398,performance measurements of compressed bitmap indices t johnson 1999,,vldb,
1399,objectivity industrial exhibit o objectivity vldb,,,1998.0
1400,idea : interactive data exploration and analysis sigmod conference,"p selfridge , d srivastava , l wilson",,1996.0
1401,"optimizing queries over multimedia repositories s chaudhuri , l gravano 1996",,sigmod conference,
1402,loading a cache with query results vldb,"l haas , d kossmann , i ursu",,1999.0
1403,"query optimization for xml j mchugh , j widom",,vldb,1999.0
1404,sql query optimization : reordering for a general class of queries sigmod conference 1996,"p goel , b iyer",,
1405,"probabilistic optimization of top n queries d donjerkovic , r ramakrishnan",,vldb,1999.0
1406,"bess : storage support for interactive visualization systems a biliris , t funkhouser , w o'connell , e panagos",,sigmod conference,1996.0
1407,multi-dimensional substring selectivity estimation,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999.0
1408,capbased-ams : a capability-based and event-driven activity management system,"p hung , h yeung , k karlapalem",sigmod conference,1996.0
1409,quality-driven integration of heterogenous information systems 1999,"f naumann , u leser , j freytag",vldb,
1410,"data mining using two-dimensional optimized accociation rules : scheme , algorithms , and visualization 1996","t fukuda , y morimoto , s morishita , t tokuyama",sigmod conference,
1411,mining quantitative association rules in large relational tables sigmod conference,"r srikant , r agrawal",,1996.0
1412,"integrating heterogenous overlapping databases through object-oriented transformations v josifovski , t risch 1999",,vldb,
1413,issues in network management in the next millennium,"m brodie , s chaudhuri",vldb,1999.0
1414,databases and visualization,d keim,sigmod conference,1996.0
1415,networked data management design points j hamilton vldb,,,1999.0
1416,data mining techniques sigmod conference,j han,,1996.0
1417,dbsim : a simulation tool for predicting database performance 1996,"m lefler , m stokrp , c wong",sigmod conference,
1418,in cyber space no one can hear you scream vldb 1999,c pound,,
1419,dbminer : interactive mining of multiple-level knowledge in relational databases 1996,"j han , y fu , w wang , j chiang , o zaяane , k koperski",sigmod conference,
1420,"spirit : sequential pattern mining with regular expression constraints m garofalakis , r rastogi , k shim vldb 1999",,,
1421,"a framework for supporting data integration using the materialized and virtual approaches r hull , g zhou 1996",,sigmod conference,
1422,microsoft english query 7.5 : automatic extraction of semantics from relational databases and olap cubes vldb,a blum,,1999.0
1423,change detection in hierarchically structured information sigmod conference 1996,"s chawathe , a rajaraman , h garcia-molina , j widom",,
1424,"the new locking , logging , and recovery architecture of microsoft sql server 7.0 1999",d campbell,vldb,
1425,the value of merge-join and hash-join in sql server,g graefe,vldb,1999.0
1426,a query language and optimization techniques for unstructured data sigmod conference 1996,"p buneman , s davidson , g hillebrand , d suciu",,
1427,"voodb : a generic discrete-event random simulation model to evaluate the performances of oodbs j darmont , m schneider vldb",,,1999.0
1428,accessing relational databases from the world wide web sigmod conference 1996,"t nguyen , v srinivasan",,
1429,"goal-oriented buffer management revisited k brown , m carey , m livny",,sigmod conference,1996.0
1430,"building light-weight wrappers for legacy web data-sources using w4f a sahuguet , f azavant vldb 1999",,,
1431,"aqua : a fast decision support systems using approximate query answers s acharya , p gibbons , v poosala vldb 1999",,,
1432,"evaluating queries with generalized path expressions v christophides , s cluet , g moerkotte",,sigmod conference,1996.0
1433,repeating history beyond aries vldb,c mohan,,1999.0
1434,"cost-based optimization for magic : algebra and implementation p seshadri , j hellerstein , h pirahesh , t leung , r ramakrishnan , d srivastava , p stuckey , s sudarshan",,sigmod conference,1996.0
1435,online feedback for nested aggregate queries with multi-threading 1999,"k tan , c goh , b ooi",vldb,
1436,algorithms for deferred view maintenance sigmod conference,"l colby , t griffin , l libkin , i mumick , h trickey",,1996.0
1437,the persistent cache : improving oid indexing in temporal object-oriented database systems k nјrvхg vldb,,,1999.0
1438,"a query language for multidimensional arrays : design , implementation , and optimization techniques l libkin , r machlin , l wong sigmod conference",,,1996.0
1439,"mining deviants in a time series database h jagadish , n koudas , s muthukrishnan vldb 1999",,,
1440,a super scalar sort algorithm for risc processors sigmod conference,r agarwal,,1996.0
1441,histogram-based approximation of set-valued query-answers 1999,"y ioannidis , v poosala",vldb,
1442,bifocal sampling for skew-resistant join size estimation,"s ganguly , p gibbons , y matias , a silberschatz",sigmod conference,1996.0
1443,"semantic compression and pattern extraction with fascicles h jagadish , j madar , r ng vldb 1999",,,
1444,"estimating alphanumeric selectivity in the presence of wildcards p krishnan , j vitter , b iyer",,sigmod conference,1996.0
1445,adaptive parallel aggregation algorithms,"a shatdal , j naughton",sigmod conference,1995.0
1446,extending practical pre-aggregation in on-line analytical processing 1999,"t pedersen , c jensen , c dyreson",vldb,
1447,"aggregation algorithms for very large compressed data warehouses j li , d rotem , j srivastava vldb",,,1999.0
1448,a general solution of the n-dimensional b-tree problem 1995,m freeston,sigmod conference,
1449,extracting large-scale knowledge bases from the web 1999,"r kumar , p raghavan , s rajagopalan , a tomkins",vldb,
1450,"efficient optimistic concurrency control using loosely synchronized clocks a adya , r gruber , b liskov , u maheshwari",,sigmod conference,1995.0
1451,"data-driven , one-to-one web site generation for data-intensive applications 1999","s ceri , p fraternali , s paraboschi",vldb,
1452,a critique of ansi sql isolation levels sigmod conference,"h berenson , p bernstein , j gray , j melton , e o'neil , p o'neil",,1995.0
1453,"the garlic project m roth , m arya , l haas , m carey , w cody , r fagin , p schwarz , j ii , e wimmers sigmod conference",,,1996.0
1454,"curio : a novel solution for efficient storage and indexing in data warehouses a datta , k ramamritham , h thomas",,vldb,1999.0
1455,"datawarehousing has more colours than just black & white t zurek , m sinnwell vldb 1999",,,
1456,"the multiview project : object-oriented view technology and applications e rundensteiner , h kuno , y ra , v crestana-taube , m jones , p marrѓn sigmod conference",,,1996.0
1457,sonar : system for optimized numeric associationrules sigmod conference 1996,"t fukuda , y morimoto , s morishita , t tokuyama",,
1458,high-performance extensible indexing m kornacker,,vldb,1999.0
1459,"metu interoperable database system a dogac , u halici , e kilic , g жzhan , f ozcan , s nural , c dengi , s mancuhan , i arpinar , p koksal , c evrendilek sigmod conference 1996",,,
1460,hierarchical prefix cubes for range-sum queries vldb 1999,"c chan , y ioannidis",,
1461,"prospector : a content-based multimedia server for massively parallel architectures s choo , w o'connell , g linderman , h chen , k ganapathi , a biliris , e panagos , d schrader sigmod conference 1996",,,
1462,combining histograms and parametric curve fitting for feedback-driven query result-size estimation,"a kіnig , g weikum",vldb,1999.0
1463,"lore : a lightweight object repository for semistructured data d quass , j widom , r goldman , k haas , q luo , j mchugh , s nestorov , a rajaraman , h rivero , s abiteboul , j ullman , j wiener 1996",,sigmod conference,
1464,"evaluating top-k selection queries s chaudhuri , l gravano 1999",,vldb,
1465,hyperstorm - administering structured documents using object-oriented database technology,"k bіhm , k aberer",sigmod conference,1996.0
1466,"distributed hypertext resource discovery through examples s chakrabarti , m berg , b dom 1999",,vldb,
1467,thinksheet : a tool for tailoring complex documents sigmod conference,"p piatko , r yangarber , d lin , d shasha",,1996.0
1468,"building hierarchical classifiers using class proximity k wang , s zhou , s liew 1999",,vldb,
1469,"active storage hierarchy , database systems and applications - socratic exegesis f cariёo , w o'connell , j burgess , j saltz 1999",,vldb,
1470,state of the art in workflow management research and products 1996,,,
1471,repository system engineering,,,1996.0
1472,"cost models do matter : providing cost information for diverse data sources in a federated system m roth , f ozcan , l haas vldb",,,1999.0
1473,generating call-level interfaces for advanced database application programming vldb 1999,"u nink , t hфrder , n ritter",,
1474,the ins and outs ( and everthing in between ) of data warehousing 1996,,,
1475,"high level indexing of user-defined types w chen , j chow , y fuh , j grandbois , m jou , n mattos , b tran , y wang 1999",,vldb,
1476,"is gui programming a database research problem ? n goyal , c hoch , r krishnamurthy , b meckler , m suckow 1996",,sigmod conference,
1477,materialized view maintenance and integrity constraint checking : trading space for time 1996,"k ross , d srivastava , s sudarshan",sigmod conference,
1478,finding intensional knowledge of distance-based outliers vldb 1999,"e knorr , r ng",,
1479,"a novel index supporting high volume data warehouse insertion c jermaine , a datta , e omiecinski vldb",,,1999.0
1480,maintaining database consistency in presence of value dependencies in multidatabase systems sigmod conference 1996,"c morpain , m cart , j ferriщ , j pons",,
1481,rule languages and internal algebras for rule-based optimizers 1996,"m cherniack , s zdonik",sigmod conference,
1482,dynamic load balancing for parallel association rule mining on heterogenous pc cluster systems,"m tamura , m kitsuregawa",vldb,1999.0
1483,"a scalable and highly available networked database architecture r bamford , r ahad , a pruscino",,vldb,1999.0
1484,query execution techniques for caching expensive methods sigmod conference,"j hellerstein , j naughton",,1996.0
1485,"semi-automatic , self-adaptive control of garbage collection rates in object databases j cook , a klauser , a wolf , b zorn sigmod conference",,,1996.0
1486,context-based prefetch for implementing objects on relations vldb 1999,"p bernstein , s pal , d shutt",,
1487,towards effective and efficient free space management,"m mcauliffe , m carey , m solomon",sigmod conference,1996.0
1488,ghost : fine granularity buffering of indexes vldb 1999,"c goh , b ooi , d sim , k tan",,
1489,dbmss on a modern processor : where does time go ?,"a ailamaki , d dewitt , m hill , d wood",vldb,1999.0
1490,static detection of security flaws in object-oriented databases 1996,k tajima,sigmod conference,
1491,capturing and querying multiple aspects of semistructured data vldb,"c dyreson , m bіhlen , c jensen",,1999.0
1492,"multi-dimensional resource scheduling for parallel queries m garofalakis , y ioannidis sigmod conference 1996",,,
1493,safe and efficient sharing of persistent objects in thor sigmod conference,"b liskov , a adya , m castro , m day , s ghemawat , r gruber , u maheshwari , a myers , l shrira",,1996.0
1494,"cache conscious indexing for decision-support in main memory j rao , k ross",,vldb,1999.0
1495,comparing hierarchical data in external memory 1999,s chawathe,vldb,
1496,"an open storage system for abstract objects s blott , l relly , h schek sigmod conference",,,1996.0
1497,improved histograms for selectivity estimation of range predicates,"v poosala , y ioannidis , p haas , e shekita",sigmod conference,1996.0
1498,explaining differences in multidimensional aggregates 1999,s sarawagi,vldb,
1499,very large databases in a commercial application environment k hess vldb 1996,,,
1500,"database architecture optimized for the new bottleneck : memory access p boncz , s manegold , m kersten 1999",,vldb,
1501,"structures for manipulating proposed updates in object-oriented databases m doherty , r hull , m rupawalla sigmod conference",,,1996.0
1502,spatial hash-joins 1996,"m lo , c ravishankar",sigmod conference,
1503,active views for electronic commerce vldb 1999,"s abiteboul , b amann , s cluet , a eyal , l mignet , t milo",,
1504,"partition based spatial-merge join j patel , d dewitt sigmod conference 1996",,,
1505,"an adaptive hybrid server architecture for client caching odbmss k voruganti , m жzsu , r unrau 1999",,vldb,
1506,"implementing data cubes efficiently v harinarayan , a rajaraman , j ullman 1996",,sigmod conference,
1507,exploiting versions for handling updates in broadcast disks,"e pitoura , p chrysanthis",vldb,1999.0
1508,fast algorithms for maintaining replica consistency in lazy master replicated databases,"e pacitti , p minet , e simon",vldb,1999.0
1509,providing better support for a class of decision support queries,"s rao , a badia , d gucht",sigmod conference,1996.0
1510,"datablitz : a high performance main-memory storage manager j baulier , p bohannon , s gogate , s joshi , c gupta , a khivesera , h korth , p mcilroy , j miller , p narayan , m nemeth , r rastogi , a silberschatz , s sudarshan",,vldb,1998.0
1511,adapting materialized views after redefinitions sigmod conference,"a gupta , i mumick , k ross",,1995.0
1512,"bridging heterogeneity : research and practice of database middleware technology f rezende , g sauter 1998",,vldb,
1513,broadcast disks : data management for asymmetric communications environments sigmod conference,"s acharya , r alonso , m franklin , s zdonik",,1995.0
1514,heterogeneous database query optimization in db2 universal datajoiner,"s venkataraman , t zhang",vldb,1998.0
1515,an effective hash based algorithm for mining association rules sigmod conference,"j park , m chen , p yu",,1995.0
1516,"a database system for real-time event aggregation in telecommunication j baulier , s blott , h korth , a silberschatz",,vldb,1998.0
1517,"fastmap : a fast algorithm for indexing , data-mining and visualization of traditional and multimedia datasets c faloutsos , k lin",,sigmod conference,1995.0
1518,"dynamic resource brokering for multi-user query execution d davison , g graefe 1995",,sigmod conference,
1519,architecture of oracle parallel server,"r bamford , d butler , b klots , n macnaughton",vldb,1998.0
1520,checkpointing in oracle vldb 1998,"a joshi , w bridge , j loaiza , t lahiri",,
1521,"applying update streams in a soft real-time database system b adelberg , h garcia-molina , b kao 1995",,sigmod conference,
1522,"balancing histogram optimality and practicality for query result size estimation y ioannidis , v poosala sigmod conference",,,1995.0
1523,from data independence to knowledge independence : an on-going story vldb,l vieille,,1998.0
1524,dtl 's dataspot : database exploration using plain language,"s dar , g entin , s geva , e palmon",vldb,1998.0
1525,enhancing database correctness : a statistical approach sigmod conference 1995,"w hou , z zhang",,
1526,resource scheduling for composite multimedia objects vldb 1998,"m garofalakis , y ioannidis , b жzden",,
1527,"copy detection mechanisms for digital documents s brin , j davis , h garcia-molina sigmod conference 1995",,,
1528,"performance measurements of tertiary storage devices t johnson , e miller vldb 1998",,,
1529,a database interface for file updates sigmod conference,"s abiteboul , s cluet , t milo",,1995.0
1530,"incremental maintenance for materialized views over semistructured data s abiteboul , j mchugh , m rys , v vassalos , j wiener vldb",,,1998.0
1531,fault tolerant design of multimedia servers,"s berson , l golubchik , r muntz",sigmod conference,1995.0
1532,proximity search in databases 1998,"r goldman , n shivakumar , s venkatasubramanian , h garcia-molina",vldb,
1533,efficient maintenance of materialized mediated views sigmod conference,"j lu , g moerkotte , j schќ , v subrahmanian",,1995.0
1534,"carnot and infosleuth : database technology and the world wide web d woelk , w bohrer , n jacobs , k ong , c tomlinson , c unnikrishnan sigmod conference",,,1995.0
1535,technology and the future of commerce and finance ( abstract ) vldb,d shaw,,1998.0
1536,active storage for large-scale data mining and multimedia vldb,"e riedel , g gibson , c faloutsos",,1998.0
1537,high availability of commercial applications k ivinskis sigmod conference,,,1995.0
1538,enterprise transaction processing on windows nt g hope,,sigmod conference,1995.0
1539,a single pass computing engine for interactive analysis of vldbs t mihalisin,,vldb,1998.0
1540,dms : a parallel data mining server f george vldb,,,1998.0
1541,directv and oracle rdb : the challenges of vldb transaction processing w gettys 1995,,sigmod conference,
1542,"enterprise objects framework , a second generation object-relational enabler",c kleissner,sigmod conference,1995.0
1543,"low-cost compensation-based query processing и grјvlen , s hvasshovd , и torbjјrnsen vldb 1998",,,
1544,an overview of db2 parallel edition,"c baru , g fecteau , a goyal , h hsiao , a jhingran , s padmanabhan , w wilson",sigmod conference,1995.0
1545,a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces,"r weber , h schek , s blott",vldb,1998.0
