id,title,authors,venue,year
1220,"time series similarity measures and time series indexing gautam das , dimitrios gunopulos sigmod conference 2001",,,
1221,chair 's message sigmod record,richard t. snodgrass,,2000.0
1222,"dbminer : interactive mining of multiple-level knowledge in relational databases wei wang , krzysztof koperski , yongjian fu , osmar r. zaïane , jenny chiang , jiawei han sigmod conference 1996",,,
1223,answering complex sql queries using automatic summary tables,"roberta cochrane , hamid pirahesh , monica urata , markos zaharioudakis , george lapis",sigmod conference,2000.0
1224,"efficient incremental garbage collection for client-server object database systems laurent amsaleg , olivier gruber , michael j. franklin vldb 1995",,,
1225,user-oriented smart-cache for the web : what you seek is what you get ! sigmod conference 1998,"arnaud sahuguet , raman chandrasekar , zoé lacroix",,
1226,"maintaining data privacy in association rule mining shariq rizvi , jayant r. haritsa",,vldb,2002.0
1227,"review of spatial databases with application to gis by philippe rigaux , michel scholl , and agnes voisard . morgan kaufmann 2002 2003",nancy wiegand,sigmod record,
1228,an approximate search engine for structural databases,"kaizhong zhang , qicheng ma , jason tsong-li wang , xinhuan zheng , xiong wang , dennis shasha , zasha weinberg , bruce a. shapiro",sigmod conference,2000.0
1229,answering queries using views : a survey vldb j. 2001,alon y. halevy,,
1230,semcog : an object-based image retrieval system and its visual query interface sigmod conference,"k. selçuk candan , wen-syan li , kyoji hirata , yoshinori hara",,1997.0
1231,finding hierarchical heavy hitters in data streams 2003,"graham cormode , flip korn , s. muthukrishnan , divesh srivastava",vldb,
1232,tribeca : a stream database manager for network traffic analysis mark sullivan,,vldb,1996.0
1233,a complete temporal relational algebra 1996,"debabrata dey , veda c. storey , terence m. barron",vldb j.,
1234,data modelling versus ontology engineering 2002,"mustafa jarrar , peter spyns , robert meersman",sigmod record,
1235,"implementing deductive databases by mixed integer programming anil nerode , colin bell , raymond t. ng , v. s. subrahmanian acm trans . database syst . 1996",,,
1236,evaluation of main memory join algorithms for joins with set comparison join predicates vldb,"guido moerkotte , sven helmer",,1997.0
1237,on relational support for xml publishing : beyond sorting and tagging sigmod conference 2003,"raghav kaushik , jeffrey f. naughton , surajit chaudhuri",,
1238,spatial joins using seeded trees,"chinya v. ravishankar , ming-ling lo",sigmod conference,1994.0
1239,xbase : making your gigabyte disk queriable 2002,"jianhua lv , yubin bao , hongjun lu , ge yu , guoren wang , yaxin yu",sigmod conference,
1240,"poesia : an ontological workflow approach for composing web services in agriculture ling liu , eduardo delgado assad , calton pu , renato fileto , claudia bauzer medeiros",,vldb j.,2003.0
1241,"database graph views : a practical model to manage persistent graphs alejandro gutiérrez , philippe pucheral , jean-marc thévenin , hermann steffen 1994",,vldb,
1242,accessing a relational database through an object-oriented database interface vldb 1995,"jack a. orenstein , d. n. kamber",,
1243,research in multi-organizational processes and semantic information brokering at the lsdis lab 2001,"john a. miller , amit p. sheth , ismailcem budak arpinar , krys kochut",sigmod record,
1244,"the sensor spectrum : technology , trends , and requirements sigmod record 2003","samuel madden , wei hong , joseph m. hellerstein",,
1245,visual web information extraction with lixto vldb,"georg gottlob , robert baumgartner , sergio flesca",,2001.0
1246,on completeness of historical relational query languages acm trans . database syst .,"james clifford , albert croker , alexander tuzhilin",,1994.0
1247,"the gmap : a versatile tool for physical data independence marvin h. solomon , yannis e. ioannidis , odysseas g. tsatalos vldb",,,1994.0
1248,describing semistructured data sigmod record,luca cardelli,,2001.0
1249,"on periodic resource scheduling for continuous-media databases minos n. garofalakis , banu özden , abraham silberschatz",,vldb j.,1998.0
1250,"querying multiple bioinformatics data sources : can semantic web research help ? terence critchlow , matthew coleman , david buttler , wei han , daniel rocco , li xiong , ling liu , calton pu , renato fileto sigmod record 2002",,,
1251,capbased-ams : a capability-based and event-driven activity management system 1996,"kamalakar karlapalem , helen p. yeung , patrick c. k. hung",sigmod conference,
1252,"issues in developing very large data warehouses vish jumani , lyman do , david van rossum , pamela drew , wei jin vldb",,,1998.0
1253,efficient algorithms for mining outliers from large data sets,"kyuseok shim , sridhar ramaswamy , rajeev rastogi",sigmod conference,2000.0
1254,maintenance of data cubes and summary tables in a warehouse sigmod conference,"inderpal singh mumick , dallan quass , barinderpal singh mumick",,1997.0
1255,"historical queries along multiple lines of time evolution vassilis j. tsotras , gad m. landau , jeanette p. schmidt vldb j.",,,1995.0
1256,"the impact of database research on industrial products ( panel summary ) david b. lomet , daniel barbará , josé a. blakeley , michael stonebraker , daniel h. fishman 1994",,sigmod record,
1257,xquery : a query language for xml donald d. chamberlin 2003,,sigmod conference,
1258,"the clustra telecom database : high availability , high throughput , and real-time response vldb","svein-olaf hvasshovd , øystein torbjørnsen , svein erik bratsberg , per holager",,1995.0
1259,efficient processing of joins on set-valued attributes sigmod conference 2003,nikos mamoulis,,
1260,evaluating queries with generalized path expressions sigmod conference,"guido moerkotte , sophie cluet , vassilis christophides",,1996.0
1261,"towards an infrastructure for temporal databases : report of an invitational arpa/nsf workshop ramez elmasri , richard t. snodgrass , babis theodoulidis , inderpal singh mumick , arie segev , m. tamer özsu , umeshwar dayal , niki pissinou , barbara pernici sigmod record 1994",,,
1262,"p-grid : a self-organizing structured p2p system zoran despotovic , manfred hauswirth , karl aberer , philippe cudré-mauroux , magdalena punceva , anwitaman datta , roman schmidt",,sigmod record,2003.0
1263,the cougar approach to in-network query processing in sensor networks 2002,"johannes gehrke , yong yao",sigmod record,
1264,automata theory for xml researchers sigmod record,frank neven,,2002.0
1265,act-net - the active database management system manifesto : a rulebase of adbms features ? sigmod record 1996,,,
1266,issues in data stream management sigmod record,"lukasz golab , m. tamer özsu",,2003.0
1267,tsql2 language specification 1994,"wolfgang käfer , curtis e. dyreson , arie segev , krishna g. kulkarni , michael d. soo , don s. batory , ramez elmasri , nikos a. lorentzos , nick kline , john f. roddick , gad ariav , james clifford , richard t. snodgrass , suryanarayana m. sripada , t. y. cliff leung , fabio grandi , ilsoo ahn , christian s. jensen",sigmod record,
1268,"mdm : a multiple-data-model tool for the management of heterogeneous database schemes paolo atzeni , riccardo torlone sigmod conference 1997",,,
1269,spatial data management for computer aided design sigmod conference 2001,"andreas müller , marco pötke , thomas seidl , hans-peter kriegel",,
1270,"cache conscious algorithms for relational query processing jeffrey f. naughton , ambuj shatdal , chander kant vldb 1994",,,
1271,"proxy-server architectures for olap panos kalnis , dimitris papadias",,sigmod conference,2001.0
1272,"logical design for temporal databases with multiple granularities alexander brodsky , sushil jajodia , claudio bettini , xiaoyang sean wang",,acm trans . database syst .,1997.0
1273,legodb : customizing relational storage for xml documents,"prasan roy , philip bohannon , jayant r. haritsa , jérôme siméon , maya ramanath , juliana freire",vldb,2002.0
1274,"an xml query engine for network-bound data daniel s. weld , alon y. halevy , zachary g. ives vldb j.",,,2002.0
1275,"v-trees - a storage method for long vector data maurício r. mediano , marcelo dreux , marco a. casanova vldb",,,1994.0
1276,application servers : born-again tp monitors for the web ? ( panel abstract ) sigmod conference 2001,c. mohan,,
1277,"dbmss on a modern processor : where does time go ? david a. wood , mark d. hill , david j. dewitt , anastassia ailamaki 1999",,vldb,
1278,high-performance extensible indexing vldb 1999,marcel kornacker,,
1279,"message from editor-in-chief , acm transactions on database systems won kim sigmod record 1999",,,
1280,"data management for earth system science james frew , jeff dozier sigmod record",,,1997.0
1281,dataguides : enabling query formulation and optimization in semistructured databases vldb 1997,"roy goldman , jennifer widom",,
1282,"approximate medians and other quantiles in one pass and with limited memory bruce g. lindsay , gurmeet singh manku , sridhar rajagopalan 1998",,sigmod conference,
1283,on-demand data elevation in hierarchical multimedia storage servers,"thomas papadakis , peter triantafillou",vldb,1997.0
1284,"rp * : a family of order preserving scalable distributed data structures witold litwin , marie-anne neimat , donovan a. schneider vldb 1994",,,
1285,"foreword by the vldb '98 pc chairmen : best papers of vldb '98 oded shmueli , jennifer widom 2000",,vldb j.,
1286,going public : open-source databases and database research philippe bonnet 2002,,sigmod conference,
1287,chorochronos : a research network for spatiotemporal database systems sigmod record,"enrico nardelli , timos k. sellis , andrew u. frank , stéphane grumbach , hans-jörg schek , manolis koubarakis , michel scholl , ralf hartmut güting , barbara pernici , christian s. jensen , nikos a. lorentzos , babis theodoulidis , yannis manolopoulos , peter widmayer",,1999.0
1288,"qxtract : a building block for efficient information extraction from plain-text databases luis gravano , eugene agichtein 2003",,sigmod conference,
1289,"information systems research at george mason university sushil jajodia , amihai motro , edgar h. sibley , alexander brodsky , larry kerschberg , xiaoyang sean wang , daniel barbará",,sigmod record,1997.0
1290,answering queries with useful bindings,"edward y. chang , chen li",acm trans . database syst .,2001.0
1291,heraclitus : elevating deltas to be first-class citizens in a database programming language acm trans . database syst . 1996,"dean jacobs , shahram ghandeharizadeh , richard hull",,
1292,using referential integrity to easily define consistent subset replicas brad hammond,,vldb,1996.0
1293,sentinel : an object-oriented dbms with event-based rules 1997,sharma chakravarthy,sigmod conference,
1294,pesto : an integrated query/browser for object databases vldb 1996,"laura m. haas , michael j. carey , vivekananda maganty , john h. williams",,
1295,integrating modelling systems for environmental management information systems sigmod record,"david j. abel , dean kuo , kerry l. taylor",,1997.0
1296,"timber : a native xml database andrew nierman , cong yu , jignesh m. patel , adriane chapman , nuwee wiwatwattana , h. v. jagadish , yuqing wu , laks v. s. lakshmanan , divesh srivastava , shurug al-khalifa , stelios paparizos vldb j.",,,2002.0
1297,nodose - a tool for semi-automatically extracting semi-structured data from text documents sigmod conference 1998,brad adelberg,,
1298,distinct sampling for highly-accurate answers to distinct values queries and event reports phillip b. gibbons vldb 2001,,,
1299,report on first international workshop on real-time database systems 1996,"sang hyuk son , kwei-jay lin , azer bestavros",sigmod record,
1300,real-time index concurrency control 1996,"s. seshadri , jayant r. haritsa",sigmod record,
1301,efficiently supporting ad hoc queries in large datasets of time sequences sigmod conference 1997,"h. v. jagadish , christos faloutsos , flip korn",,
1302,extending practical pre-aggregation in on-line analytical processing vldb 1999,"torben bach pedersen , curtis e. dyreson , christian s. jensen",,
1303,call for book reviews 2003,karl aberer,sigmod record,
1304,cmvf : a novel dimension reduction scheme for efficient indexing in a large image database,"john shepherd , quan z. sheng , du q. huynh , jialie shen , anne h. h. ngu",sigmod conference,2003.0
1305,"your mediators need data conversion ! sophie cluet , katarzyna smaga , jérôme siméon , claude delobel 1998",,sigmod conference,
1306,generating spatiotemporal datasets on the www sigmod record 2000,"mario a. nascimento , yannis theodoridis",,
1307,"enabling end-users to construct data-intensive web-sites from xml repositories : an example-based approach hiroyuki kitagawa , satoshi takano , seiichi koizumi , atsuyuki morishima vldb 2001",,,
1308,the context interchange mediator prototype,"kofi fynn , henry b. kon , cheng hian goh , thomas lee , stéphane bressan , stuart e. madnick , michael siegel , annie w. shum , marta jessica jakobisiak , tito pena , jessica qu , karim hussein",sigmod conference,1997.0
1309,"1-safe algorithms for symmetric site configurations maitrayi sabaratnam , øystein torbjørnsen , rune humborstad , svein-olaf hvasshovd 1997",,vldb,
1310,a framework for information visualisation 1996,"peter j. barclay , kenneth j. mitchell , jessie b. kennedy",sigmod record,
1311,introduction to constraint databases - book review sigmod record 2002,bart kuijpers,,
1312,"broadcast protocols to support efficient retrieval from databases by mobile users anindya datta , vijay kumar , aslihan celik , debra e. vandermeer",,acm trans . database syst .,1999.0
1313,"bitmap index design and evaluation yannis e. ioannidis , chee yong chan",,sigmod conference,1998.0
1314,book review column karl aberer,,sigmod record,2003.0
1315,analysis of existing databases at the logical level : the dba companion project,"fabien de marchi , jean-marc petit , farouk toumani , stéphane lopes",sigmod record,2003.0
1316,a framework for supporting data integration using the materialized and virtual approaches sigmod conference,"gang zhou , richard hull",,1996.0
1317,from browsing to interacting : dbms support for responive websites ( abstract ) raghu ramakrishnan 2000,,sigmod conference,
1318,enterprise transaction processing on windows nt greg hope,,sigmod conference,1995.0
1319,"semantic integration of semistructured and structured data sources sonia bergamaschi , maurizio vincini , silvana castano sigmod record",,,1999.0
1320,picture programming project 1997,"nita goyal , moshé m. zloof , charles hoch , michael suckow , ravi krishnamurthy , brian meckler",sigmod conference,
1321,ajax : an extensible data cleaning tool 2000,"daniela florescu , helena galhardas , dennis shasha , eric simon",sigmod conference,
1322,"database tuning : principles , experiments , and troubleshooting techniques ( part i ) 2002","dennis shasha , philippe bonnet",sigmod conference,
1323,"tuple routing strategies for distributed eddies feng tian , david j. dewitt vldb 2003",,,
1324,aqua : a fast decision support systems using approximate query answers vldb,"swarup acharya , phillip b. gibbons , viswanath poosala",,1999.0
1325,xl : a platform for web services sigmod conference,"andreas grünhagen , steffen rost , donald kossmann , daniela florescu",,2002.0
1326,prospector : a content-based multimedia server for massively parallel architectures 1996,"g. linderman , alexandros biliris , h. chen , k. ganapathi , euthimios panagos , s. choo , david schrader , william o'connell",sigmod conference,
1327,exploiting versions for on-line data warehouse maintenance in molap servers vldb 2002,"heum-geun kang , chin-wan chung",,
1328,"optimizing disjunctive queries with expensive predicates alfons kemper , guido moerkotte , michael steinbrunn , klaus peithner sigmod conference 1994",,,
1329,"an approach for building secure database federations klaus r. dittrich , dirk jonscher",,vldb,1994.0
1330,"guest editorial : databases and the web alberto o. mendelzon , paolo atzeni vldb j.",,,2000.0
1331,guidelines for presentation and comparison of indexing techniques,"kotagiri ramamohanarao , alistair moffat , justin zobel",sigmod record,1996.0
1332,"a system for watermarking relational databases peter j. haas , rakesh agrawal , jerry kiernan sigmod conference",,,2003.0
1333,"mining multi-dimensional constrained gradients in data cubes jiawei han , ke wang , joyce m. w. lam , guozhu dong , jian pei 2001",,vldb,
1334,a comprehensive xquery to sql translation using dynamic interval encoding,"m. tamer özsu , david toman , mariano p. consens , david dehaan",sigmod conference,2003.0
1335,advanced xml data processing - guest editor 's introduction sigmod record 2001,karl aberer,,
1336,an asymptotically optimal multiversion b-tree,"thomas ohler , peter widmayer , bruno becker , stephan gschwind , bernhard seeger",vldb j.,1996.0
1337,"supporting multiple view maintenance policies latha s. colby , kenneth a. ross , akira kawaguchi , daniel f. lieuwen , inderpal singh mumick",,sigmod conference,1997.0
1338,"flowback : providing backward recovery for workflow systems maria e. orlowska , ralf mühlberger , bartek kiepuszewski sigmod conference",,,1998.0
1339,towards event-driven modelling for database design,"maguelonne teisseire , pascal poncelet , rosine cicchetti",vldb,1994.0
1340,"congressional samples for approximate answering of group-by queries viswanath poosala , swarup acharya , phillip b. gibbons sigmod conference",,,2000.0
1341,a configrable type hierarchy index for oodb vldb j.,"thomas a. mück , martin l. polaschek",,1997.0
1342,functional-join processing,"reinhard braumandl , alfons kemper , donald kossmann , jens claußen",vldb j.,2000.0
1343,autoadmin ` what-if ' index analysis utility,"surajit chaudhuri , vivek r. narasayya",sigmod conference,1998.0
1344,"efficient k-nn search on vertically decomposed data niels nes , martin l. kersten , nikos mamoulis , arjen p. de vries 2002",,sigmod conference,
1345,"`` honey , i shrunk the dbms '' : footprint , mobility , and beyond ( panel ) sigmod conference",praveen seshadri,,1999.0
1346,the impact of global clustering on spatial database systems 1994,"thomas brinkhoff , hans-peter kriegel",vldb,
1347,"access to objects by path expressions and rules jürgen frohn , georg lausen , heinz uphoff",,vldb,1994.0
1348,"on parallel execution of multiple pipelined hash joins philip s. yu , hui-i hsiao , ming-syan chen 1994",,sigmod conference,
1349,preference formulas in relational queries jan chomicki,,acm trans . database syst .,2003.0
1350,"supply chain infrastructures : system integration and information sharing michael o. ball , louiqa raschid , meng ma , zhengying zhao 2002",,sigmod record,
1351,critical database technologies for high energy physics 1997,"david m. malon , edward n. may",vldb,
1352,chair 's message richard t. snodgrass 2000,,sigmod record,
1353,composing xsl transformations with xml publishing views 2003,"chengkai li , p. p. s. narayan , henry f. korth , philip bohannon",sigmod conference,
1354,informix online xps sigmod conference 1995,robert h. gerber,,
1355,analysis of predictive spatio-temporal queries 2003,"dimitris papadias , jimeng sun , yufei tao",acm trans . database syst .,
1356,"quickly generating billion-record synthetic databases susanne englert , jim gray , kenneth baclawski , peter j. weinberger , prakash sundaresan 1994",,sigmod conference,
1357,"projecting xml documents amélie marian , jérôme siméon vldb",,,2003.0
1358,sampling large databases for association rules 1996,hannu toivonen,vldb,
1359,"adaptive , fine-grained sharing in a client-server oodbms : a callback-based approach michael j. carey , michael j. franklin , markos zaharioudakis acm trans . database syst . 1997",,,
1360,a performance evaluation of oid mapping techniques 1995,"andré eickler , carsten andreas gerlhof , donald kossmann",vldb,
1361,"rethinking database system architecture : towards a self-tuning risc-style database system surajit chaudhuri , gerhard weikum vldb 2000",,,
1362,"online dynamic reordering bhaskaran raman , joseph m. hellerstein , vijayshankar raman 2000",,vldb j.,
1363,hyperfile : a data and query model for documents,"david bloom , chris clifton , hector garcia-molina",vldb j.,1995.0
1364,"a case for intelligent disks ( idisks ) kimberly keeton , joseph m. hellerstein , david a. patterson sigmod record 1998",,,
1365,learning table access cardinalities with leo 2002,"volker markl , guy m. lohman",sigmod conference,
1366,implementing deletion in b + - trees 1995,jan jannink,sigmod record,
1367,implementation of two semantic query optimization techniques in db2 universal database,"k. bernhard schiefer , fred koo , t. y. cliff leung , linqi liu , jarek gryz , xiaoyan qian , qi cheng",vldb,1999.0
1368,multiple-view self-maintenance in data warehousing environments nam huyn,,vldb,1997.0
1369,oracle media server : providing consumer based interactive access to multimedia data sigmod conference 1994,"mark porter , andrew laursen , jeffrey olkin",,
1370,"irisnet : an architecture for internet-scale sensing services phillip b. gibbons , suman nath , amol deshpande , srinivasan seshan , brad karp , yan ke vldb",,,2003.0
1371,"a framework for expressing and combining preferences edward l. wimmers , rakesh agrawal 2000",,sigmod conference,
1372,"the myriad federated database prototype k. mediratta , ee-peng lim , j. stenoien , s. musukula , jaideep srivastava , h.-r . yang , d. clements , m. ganesh , san-yih hwang sigmod conference 1994",,,
1373,"xmas : an extensible main-memory storage system for high-performance applications ki hong kim , yong sik kwon , sang kyun cha , jang ho park , byoung dae park , sangho lee 1998",,sigmod conference,
1374,qualified answers that reflect user needs and preferences vldb 1994,"terry gaasterland , jorge lobo",,
1375,constraints for semi-structured data and xml,"wenfei fan , peter buneman , scott weinstein , jérôme siméon",sigmod record,2001.0
1376,"acm multimedia '94 conference workshop on multimedia database management systems p. bruce berra , bhavani m. thuraisingham , kingsley c. nwosu 1995",,sigmod record,
1377,"querying and mining data streams : you only get one look a tutorial minos n. garofalakis , rajeev rastogi , johannes gehrke sigmod conference",,,2002.0
1378,book review column,karl aberer,sigmod record,2003.0
1379,"independence is good : dependency-based histogram synopses for high-dimensional data amol deshpande , rajeev rastogi , minos n. garofalakis",,sigmod conference,2001.0
1380,xmark : a benchmark for xml data management vldb 2002,"martin l. kersten , ralph busse , florian waas , michael j. carey , albrecht schmidt , ioana manolescu",,
1381,chair 's message 2003,m. tamer özsu,sigmod record,
1382,"approximate similarity retrieval with m-trees fausto rabitti , giuseppe amato , pavel zezula , pasquale savino",,vldb j.,1998.0
1383,finding intensional knowledge of distance-based outliers vldb 1999,"raymond t. ng , edwin m. knorr",,
1384,highly concurrent cache consistency for indices in client-server database systems sigmod conference 1997,"michael j. carey , markos zaharioudakis",,
1385,"a taxonomy for secure object-oriented databases sebastiaan h. von solms , martin s. olivier",,acm trans . database syst .,1994.0
1386,"xtract : a system for extracting document type descriptors from xml documents rajeev rastogi , s. seshadri , minos n. garofalakis , aristides gionis , kyuseok shim 2000",,sigmod conference,
1387,"filtering algorithms and implementation for very fast publish/subscribe kenneth a. ross , françoise fabret , françois llirbat , joão pereira , hans-arno jacobsen , dennis shasha sigmod conference 2001",,,
1388,towards an effective calculus for object query languages sigmod conference 1995,"david maier , leonidas fegaras",,
1389,"xml schema jim melton , charles e. campbell , andrew eisenberg sigmod record",,,2003.0
1390,"fast and accurate text classification via multiple linear discriminant projections pp shourya roy , mahesh v. soundalgekar , soumen chakrabarti vldb j.",,,2003.0
1391,document management as a database problem rudolf bayer 1995,,vldb,
1392,"fast incremental maintenance of approximate histograms yossi matias , phillip b. gibbons , viswanath poosala vldb",,,1997.0
1393,minimization of tree pattern queries,"sihem amer-yahia , divesh srivastava , laks v. s. lakshmanan , sungran cho",sigmod conference,2001.0
1394,report on the fourth international conference on flexible query answering systems,"gabriella pasi , amihai motro , patrick bosc",sigmod record,2001.0
1395,"a user-centered interface for querying distributed multimedia databases kimberly m. james , isabel f. cruz sigmod conference 1999",,,
1396,evaluating functional joins along nested reference sets in object-relational and object-oriented databases vldb,"alfons kemper , reinhard braumandl , jens claußen",,1998.0
1397,the query optimizer in tandem 's new serverware sql product pedro celis vldb,,,1996.0
1398,"self-similarity in the web stephen dill , andrew tomkins , ravi kumar , sridhar rajagopalan , kevin s. mccurley , d. sivakumar 2001",,vldb,
1399,developments at acm tods sigmod record 2003,richard t. snodgrass,,
1400,"sit-in : a real-life spatio-temporal information system stefano de francisci , rossella molinaro , orietta gargano , mario paolucci , leonardo tininini , giuseppe sindoni , paola patteri , amedea ambrosetti , pina ticca , cristina bedeschi 2001",,vldb,
1401,conceptual schema analysis : techniques and applications acm trans . database syst .,"valeria de antonellis , barbara pernici , maria grazia fugini , silvana castano",,1998.0
1402,"on the discovery of interesting patterns in association rules sridhar ramaswamy , sameer mahajan , abraham silberschatz vldb 1998",,,
1403,"db2 common server : technology , progress , & directions bruce g. lindsay vldb 1995",,,
1404,models and languages for describing and discovering e-services 2001,"ming-chien shan , fabio casati",sigmod conference,
1405,distributed query evaluation on semistructured data dan suciu,,acm trans . database syst .,2002.0
1406,database management systems and the internet susan malaika vldb,,,1996.0
1407,"estimating the selectivity of xml path expressions for internet scale applications ashraf aboulnaga , jeffrey f. naughton , alaa r. alameldeen 2001",,vldb,
1408,"a 20/20 vision of the vldb-2020 ? shamkant b. navathe , erich j. neuhold , gio wiederhold , anant jhingran , s. misbah deen vldb 2000",,,
1409,"a brief survey of web data extraction tools berthier a. ribeiro-neto , alberto h. f. laender , altigran soares da silva , juliana s. teixeira sigmod record 2002",,,
1410,editor 's notes arie segev sigmod record,,,1994.0
1411,"pm3 : an orthogonal persistent systems programming language - design , implementation , performance antony l. hosking , jiawan chen",,vldb,1999.0
1412,"query execution techniques for caching expensive methods joseph m. hellerstein , jeffrey f. naughton sigmod conference 1996",,,
1413,online query processing 2001,"peter j. haas , joseph m. hellerstein",sigmod conference,
1414,"lessons from wall street : case studies in configuration , tuning , and distribution ( tutorial ) sigmod conference 1997",dennis shasha,,
1415,declarative updates of relational databases,weidong chen,acm trans . database syst .,1995.0
1416,a case for fractured mirrors vldb 2002,"ravishankar ramamurthy , qi su , david j. dewitt",,
1417,"providing dynamic security control in a federated database r. f. churchhouse , w. a. gray , n. b. idris vldb",,,1994.0
1418,"semantic web workshop : models , architectures and management sigmod record 2001","vassilis christophides , dimitris plexousakis , panos constantopoulos",,
1419,persistent threads vldb,"joachim w. schmidt , florian matthes",,1994.0
1420,"secure transaction processing in firm real-time database systems binto george , jayant r. haritsa sigmod conference",,,1997.0
1421,flexible relations - operational support of variant relational structures vldb,"peter dadam , christian kalus",,1995.0
1422,mariposa : a wide-area distributed database system,"carl staelin , paul m. aoki , witold litwin , michael stonebraker , adam sah , jeff sidell , andrew yu , avi pfeffer",vldb j.,1996.0
1423,"report on the semantic web workshop at www 2002 martin r. frank , natalya fridman noy , steffen staab sigmod record 2002",,,
1424,overview of the special section on temporal database infrastructure,richard t. snodgrass,sigmod record,1994.0
1425,path queries on compressed xml,"martin grohe , peter buneman , christoph koch",vldb,2003.0
1426,a comparison of selectivity estimators for range queries on metric attributes,"bernhard seeger , björn blohsfeld , dieter korus",sigmod conference,1999.0
1427,the dangers of replication and a solution sigmod conference 1996,"dennis shasha , jim gray , patrick e. o'neil , pat helland",,
1428,the query by image content ( qbic ) system 1995,"denis lee , wayne niblack , james l. hafner , dragutin petkovic , myron flickner , jonathan ashley",sigmod conference,
1429,distributed deviation detection in sensor networks sigmod record 2003,"dimitrios gunopulos , themistoklis palpanas , dimitris papadopoulos , vana kalogeraki",,
1430,"response to a close look at the ifo data model serge abiteboul , richard hull",,sigmod record,1995.0
1431,query decomposition and view maintenance for query languages for unstructured data 1996,dan suciu,vldb,
1432,"et tu , xml ? the downfall of the relational empire ( abstract )",philip wadler,vldb,2001.0
1433,scalable sweeping-based spatial join,"lars arge , jeffrey scott vitter , torsten suel , sridhar ramaswamy , octavian procopiuc",vldb,1998.0
1434,"algorithms for mining association rules for binary segmentations of huge categorical databases kunikazu yoda , hirofumi matsuzawa , takeshi tokuyama , yasuhiko morimoto , takeshi fukuda 1998",,vldb,
1435,"selectivity estimation for spatio-temporal queries to moving objects yong-jin choi , chin-wan chung sigmod conference 2002",,,
1436,surfing wavelets on streams : one-pass summaries for approximate aggregate queries vldb,"anna c. gilbert , martin strauss , yannis kotidis , s. muthukrishnan",,2001.0
1437,"incremental data structures and algorithms for dynamic query interfaces ben shneiderman , richard beigel , egemen tanin 1996",,sigmod record,
1438,the sr-tree : an index structure for high-dimensional nearest neighbor queries,"norio katayama , shin ` ichi satoh",sigmod conference,1997.0
1439,"sequoia 2000 metadata schema for satellite images michael stonebraker , jean t. anderson sigmod record",,,1994.0
1440,"archiving scientific data sanjeev khanna , peter buneman , wang chiew tan , keishi tajima 2002",,sigmod conference,
1441,"extracting structured data from web pages arvind arasu , hector garcia-molina sigmod conference 2003",,,
1442,a consumer viewpoint on mediator languages - a proposal for a standard sigmod record 1997,"eric hughes , leonard j. seligman , arnon rosenthal , scott renner",,
1443,a data warehousing architecture for enabling service provisioning process 2001,yannis kotidis,vldb,
1444,"qbi : query by icons antonio massari , panos k. chrysanthis , lorenzo saladini , stefano pavani 1995",,sigmod conference,
1445,"crawling the hidden web sriram raghavan , hector garcia-molina 2001",,vldb,
1446,peer-to-peer : harnessing the power of disruptive technologies,mario a. nascimento,sigmod record,2003.0
1447,a graph-theoretic model for optimizing queries involving methods,"yaw-huei chen , chi-sheng shih , chiang lee",vldb j.,2001.0
1448,"a tsql2 tutorial james clifford , ramez elmasri , michael d. soo , wolfgang käfer , nick kline , arie segev , suryanarayana m. sripada , fabio grandi , john f. roddick , richard t. snodgrass , christian s. jensen , nikos a. lorentzos , ilsoo ahn , gad ariav , don s. batory , t. y. cliff leung , curtis e. dyreson , krishna g. kulkarni",,sigmod record,1994.0
1449,dynamic itemset counting and implication rules for market basket data 1997,"shalom tsur , rajeev motwani , sergey brin , jeffrey d. ullman",sigmod conference,
1450,"unbundling active functionality hans fritschi , arne koschel , günter von bültzingsloewen , stella gatziu",,sigmod record,1998.0
1451,"the cubetree storage organization yannis kotidis , nick roussopoulos",,vldb,1998.0
1452,multigranularity locking in multiple job classes transaction processing system,"sheung-lun hung , shan-hoi ng",sigmod record,1995.0
1453,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","vivek r. narasayya , gautam das , surajit chaudhuri",sigmod conference,
1454,optimizing the secure evaluation of twig queries vldb,"sihem amer-yahia , divesh srivastava , sungran cho , laks v. s. lakshmanan",,2002.0
1455,"sequence query processing raghu ramakrishnan , miron livny , praveen seshadri sigmod conference 1994",,,
1456,innovation in database management : computer science vs. engineering vldb,kenneth r. jacobs,,1997.0
1457,"oodb indexing by class-division sridhar ramaswamy , paris c. kanellakis",,sigmod conference,1995.0
1458,"toto , we 're not in kansas anymore : on transitioning from research to the real ( invited industrial talk ) 2000",michael j. carey,vldb,
1459,an optimisation scheme for coalesce/valid time selection operator sequences costas vassilakis sigmod record 2000,,,
1460,"automated selection of materialized views and indexes in sql databases surajit chaudhuri , sanjay agrawal , vivek r. narasayya vldb 2000",,,
1461,efficient management of multiversion documents by object referencing vldb,"vassilis j. tsotras , carlo zaniolo , shu-yao chien",,2001.0
1462,"efficient index structures for string databases tamer kahveci , ambuj k. singh vldb 2001",,,
1463,data mining techniques sigmod conference,jiawei han,,1996.0
1464,extraction of object-oriented structures from existing relational databases,"julia e. hodges , shekar ramanathan",sigmod record,1997.0
