_id,ltable_id,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_id,rtable_title,rtable_authors,rtable_venue,rtable_year,label
5378,2292,"agents , turst , and information access on the semantic web timothy w. finin , anupam joshi 2002",,sigmod record,,3081,the &#961; operator : discovering and ranking associations on the semantic web acm sigmod record 2002,"kemafor anyanwu , amit sheth",,,0
5379,1346,the impact of global clustering on spatial database systems 1994,"thomas brinkhoff , hans-peter kriegel",vldb,,4199,database systems-breaking out of the box 1997,"avi silberschatz , stan zdonik",acm sigmod record,,0
5380,1466,dynamic information visualization sigmod record 1996,yannis e. ioannidis,,,3751,"visual web information extraction with lixto robert baumgartner , sergio flesca , georg gottlob 2001",,very large data bases,,0
5381,1789,"query optimization in compressed database systems zhiyuan chen , flip korn , johannes gehrke sigmod conference 2001",,,,2733,"on supporting containment queries in relational database management systems chun zhang , jeffrey naughton , david dewitt , qiong luo , guy lohman 2001",,international conference on management of data,,0
5382,2142,"indexing large metric spaces for similarity search queries z. meral özsoyoglu , tolga bozkaya 1999",,acm trans . database syst .,,4279,distance-based indexing for high-dimensional metric spaces 1997,"tolga bozkaya , meral ozsoyoglu",international conference on management of data,,0
5383,566,mineset ( tm ) : a system for high-end data mining and visualization ? 1996,,vldb,,2720,databases and visualization daniel a. keim 1996,,international conference on management of data,,0
5384,356,database research at the university of oklahoma sigmod record 1999,"sirirut vanichayobon , leonard brown , ravi a. dirckze , sylvain guinepain , carlos sánchez , le gruenwald , brian summers",,,2700,database research at columbia university 1998,"shih-fu chang , luis gravano , gail e. kaiser , kenneth a. ross , salvatore j. stolfo",acm sigmod record,,0
5385,2193,data partitioning and load balancing in parallel disk systems vldb j.,"gerhard weikum , peter zabback , peter scheuermann",,1998.0,3257,"dynamic load balancing for parallel association rule mining on heterogenous pc cluster systems masahisa tamura , masaru kitsuregawa very large data bases 1999",,,,0
5386,867,design and management of data warehouses : report on the dmdw '99 workshop sigmod record 1999,"martin staudt , yannis vassiliou , manfred a. jeusfeld , stella gatziu",,,4647,report on the 5th international workshop on the design and management of data warehouses ( dmdw ' 03 ) acm sigmod record 2003,"hans j. lenz , panos vassiliadis , manfred jeusfeld , martin staudt",,,0
5387,1576,hyperqueries : dynamic distributed query processing on the internet,"alfons kemper , christian wiesner",vldb,2001.0,4082,predictive dynamic load balancing of parallel and distributed rule and query processing international conference on management of data,"hasanat m. dewan , salvatore j. stolfo , mauricio hern &#225; ndez , jae-jun hwang",,1994.0,0
5388,2391,of objects and databases : a decade of turmoil,"david j. dewitt , michael j. carey",vldb,1996.0,3585,"of objects and databases : a decade of turmoil michael j. carey , david j. dewitt",,very large data bases,1996.0,1
5389,2108,query unnesting in object-oriented databases leonidas fegaras 1998,,sigmod conference,,3906,"accessing a relational database through an object-oriented database interface jack a. orenstein , d. n. kamber 1995",,very large data bases,,0
5390,18,parametric query optimization vldb j. 1997,"raymond t. ng , timos k. sellis , yannis e. ioannidis , kyuseok shim",,,4298,query optimization at the crossroads surajit chaudhuri,,international conference on management of data,1997.0,0
5391,743,an effective deductive object-oriented database through language integration 1994,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",vldb,,4676,"an effective deductive object-oriented database through language integration maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn very large data bases 1994",,,,1
5392,1582,"active storage hierarchy , database systems and applications - socratic exegesis joel h. saltz , john burgess , felipe cariño , william o'connell vldb",,,1999.0,3965,paradise : a database system for gis applications corporate the paradise team 1995,,international conference on management of data,,0
5393,1028,the naos system,"christine collet , thierry coupaye",sigmod conference,1995.0,3940,the lotus notes storage system kenneth moore,,international conference on management of data,1995.0,0
5394,2262,"the hcc-tree : an efficient index structure for object oriented databases b. sreenath , s. seshadri 1994",,vldb,,4419,structures for manipulating proposed updates in object-oriented databases,"michael doherty , richard hull , mohammed rupawalla",international conference on management of data,1996.0,0
5395,578,towards self-tuning data placement in parallel database systems sigmod conference,"mong-li lee , beng chin ooi , anirban mondal , kian-lee tan , masaru kitsuregawa",,2000.0,3891,"a non-uniform data fragmentation strategy for parallel main-menory database systems n. bassiliades , ioannis p. vlahavas very large data bases 1995",,,,0
5396,142,"scalable parallel data mining for association rules eui-hong han , vipin kumar , george karypis",,sigmod conference,1997.0,3445,"algorithms for mining association rules for binary segmentations of huge categorical databases yasuhiko morimoto , takeshi fukuda , hirofumi matsuzawa , takeshi tokuyama , kunikazu yoda very large data bases",,,1998.0,0
5397,2121,mining generalized association rules,"ramakrishnan srikant , rakesh agrawal",vldb,1995.0,2686,online association rule mining international conference on management of data,christian hidber,,1999.0,0
5398,1385,"a taxonomy for secure object-oriented databases sebastiaan h. von solms , martin s. olivier",,acm trans . database syst .,1994.0,4676,"an effective deductive object-oriented database through language integration maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn very large data bases 1994",,,,0
5399,988,size separation spatial join sigmod conference,"kenneth c. sevcik , nick koudas",,1997.0,4652,on spatially partitioned temporal join,"hongjun lu , beng chin ooi , kian-lee tan",very large data bases,1994.0,0
5400,795,parallel database systems 101 jim gray 1995,,sigmod conference,,3915,"managing intra-operator parallelism in parallel database systems manish mehta , david j. dewitt very large data bases",,,1995.0,0
5401,1226,"maintaining data privacy in association rule mining shariq rizvi , jayant r. haritsa",,vldb,2002.0,3485,a new sql-like operator for mining association rules very large data bases,"rosa meo , giuseppe psaila , stefano ceri",,1996.0,0
5402,1497,safe query languages for constraint databases acm trans . database syst .,peter z. revesz,,1998.0,3094,"fibonacci : a programming language for object databases antonio albano , giorgio ghelli , renzo orsini the vldb journal -- the international journal on very large data bases 1995",,,,0
5403,1430,"response to a close look at the ifo data model serge abiteboul , richard hull",,sigmod record,1995.0,4018,response to a close look at the ifo data model acm sigmod record,"serge abiteboul , richard hull",,1995.0,1
5404,1502,"a system for keyword proximity search on xml databases tianqiu wang , yannis papakonstantinou , nick koudas , vagelis hristidis , andrey balmin , divesh srivastava vldb 2003",,,,3883,generalized search trees for database systems,"joseph m. hellerstein , jeffrey f. naughton , avi pfeffer",very large data bases,1995.0,0
5405,456,wrapping web data into xml 2001,"david buttler , wei han , calton pu",sigmod record,,2505,managing web data dan suciu 1999,,international conference on management of data,,0
5406,2108,query unnesting in object-oriented databases leonidas fegaras 1998,,sigmod conference,,4426,static detection of security flaws in object-oriented databases international conference on management of data 1996,keishi tajima,,,0
5407,499,the lham log-structured history data access method,"gerhard weikum , patrick e. o'neil , peter muth , achim pick",vldb j.,2000.0,3667,the lham log-structured history data access method the vldb journal -- the international journal on very large data bases,"peter muth , patrick o'neil , achim pick , gerhard weikum",,2000.0,1
5408,2458,reminiscences on influential papers sigmod record,"kaladhar voruganti , renée j. miller , kenneth a. ross , flip korn",,2002.0,3106,reminiscences on influential papers 2002,kenneth a. ross,acm sigmod record,,1
5409,1568,"building knowledge base management systems thodoros topaloglou , adel shrufi , vinay k. chaudhri , dimitris plexousakis , john mylopoulos vldb j.",,,1996.0,4677,"relational data sharing in peer-based data management systems beng chin ooi , yanfeng shu , kian-lee tan acm sigmod record",,,2003.0,0
5410,719,"what is the nearest neighbor in high dimensional spaces ? charu c. aggarwal , alexander hinneburg , daniel a. keim vldb 2000",,,,2978,a cost model for query processing in high dimensional data spaces christian b &#246; hm acm transactions on database systems ( tods ),,,2000.0,0
5411,2007,efficient schemes for managing multiversionxml documents vldb j.,"shu-yao chien , carlo zaniolo , vassilis j. tsotras",,2002.0,3035,"xml document versioning shu yao chien , vassilis j. tsotras , carlo zaniolo 2001",,acm sigmod record,,0
5412,991,communication efficient distributed mining of association rules,"ran wolff , assaf schuster",sigmod conference,2001.0,4255,"scalable parallel data mining for association rules eui-hong han , george karypis , vipin kumar international conference on management of data",,,1997.0,0
5413,2289,"integrating temporal , real-time , and active databases john a. stankovic , krithi ramamritham , ming xiong , rajendran m. sivasankaran , donald f. towsley sigmod record 1996",,,,3850,transaction timestamping in ( temporal ) databases very large data bases 2001,"christian s. jensen , david b. lomet",,,0
5414,1026,"database research at the indian institute of technology , bombay 1996","s. seshadri , nandlal l. sarda , d. b. phatak , s. sudarshan",sigmod record,,4132,database research at nthu and itri arbee l. p. chen 1994,,acm sigmod record,,0
5415,2352,a pictorial query language for querying geographic databases using positional and olap operators sigmod record 2002,"elaheh pourabbas , maurizio rafanelli",,,3204,"a pictorial query language for querying geographic databases using positional and olap operators elaheh pourabbas , maurizio rafanelli 2002",,acm sigmod record,,1
5416,77,"the ores temporal database management system babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos sigmod conference",,,1994.0,3637,"building knowledge base management systems john mylopoulos , vinay chaudhri , dimitris plexousakis , adel shrufi , thodoros topologlou the vldb journal -- the international journal on very large data bases 1996",,,,0
5417,1044,"storing and querying ordered xml using a relational database system kevin s. beyer , jayavel shanmugasundaram , chun zhang , igor tatarinov , stratis viglas , eugene j. shekita sigmod conference 2002",,,,4073,unisql/x unified relational and object-oriented database system won kim 1994,,international conference on management of data,,0
5418,1074,locating data sources in large distributed systems vldb,"david j. dewitt , leonidas galanis , shawn r. jeffery , yuan wang",,2003.0,3863,"relating distributed objects bruce e. martin , r. g. g. cattell 1994",,very large data bases,,0
5419,370,book review column karl aberer 2002,,sigmod record,,2981,book review column karl aberer acm sigmod record 2002,,,,0
5420,2452,"a foundation for multi-dimensional databases laks v. s. lakshmanan , marc gyssens",,vldb,1997.0,4278,"a toolkit for negotiation support interfaces to multi-dimensional data michael gebhardt , matthias jarke , stephan jacobs international conference on management of data 1997",,,,0
5421,1938,"exploratory mining and pruning optimizations of constrained association rules alex pang , jiawei han , raymond t. ng , laks v. s. lakshmanan 1998",,sigmod conference,,3571,"constructing efficient decision trees by using optimized numeric association rules takeshi fukuda , yasuhiko morimoto , shinichi morishita , takeshi tokuyama very large data bases 1996",,,,0
5422,751,"distributed processing over stand-alone systems and applications claus hagen , hans-jörg schek , gustavo alonso , markus tresch vldb",,,1997.0,3391,distributed processing over stand-alone systems and applications 1997,"gustavo alonso , claus hagen , hans-j &#246; rg schek , markus tresch",very large data bases,,1
5423,1559,managing intervals efficiently in object-relational databases vldb 2000,"thomas seidl , marco pötke , hans-peter kriegel",,,4426,static detection of security flaws in object-oriented databases international conference on management of data 1996,keishi tajima,,,0
5424,1376,"acm multimedia '94 conference workshop on multimedia database management systems p. bruce berra , bhavani m. thuraisingham , kingsley c. nwosu 1995",,sigmod record,,4687,data grid management systems 2003,"arun jagatheesan , arcot rajasekar",international conference on management of data,,0
5425,1464,extraction of object-oriented structures from existing relational databases,"julia e. hodges , shekar ramanathan",sigmod record,1997.0,4073,unisql/x unified relational and object-oriented database system won kim 1994,,international conference on management of data,,0
5426,2164,"florida international university high performance database research center leonard loureiro , yi deng , carlos ordonez 0002 , mario sanchez , cyril u. orji , wei sun , artyom shaposhnikov , naphtali rishe , michael alexopoulos , david barton sigmod record",,,1995.0,2794,database research at arizona state university,"susan d. urban , suzanne w. dietrich , forouzan golshani",acm sigmod record,1996.0,0
5427,18,parametric query optimization vldb j. 1997,"raymond t. ng , timos k. sellis , yannis e. ioannidis , kyuseok shim",,,3607,"parametric query optimization yannis e. ioannidis , raymond t. ng , kyuseok shim , timos k. sellis the vldb journal -- the international journal on very large data bases",,,1997.0,1
5428,1953,transaction timestamping in ( temporal ) databases,"christian s. jensen , david b. lomet",vldb,2001.0,3139,"time-parameterized queries in spatio-temporal databases yufei tao , dimitris papadias international conference on management of data",,,2002.0,0
5429,1396,evaluating functional joins along nested reference sets in object-relational and object-oriented databases vldb,"alfons kemper , reinhard braumandl , jens claußen",,1998.0,4419,structures for manipulating proposed updates in object-oriented databases,"michael doherty , richard hull , mohammed rupawalla",international conference on management of data,1996.0,0
5430,221,"the aditi deductive database system kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi 1994",,vldb j.,,4065,parallel database systems in the 1990 's michael j. carey 1994,,international conference on management of data,,0
5431,2309,massive stochastic testing of sql donald r. slutz vldb,,,1998.0,3465,massive stochastic testing of sql very large data bases 1998,donald r. slutz,,,1
5432,1013,report on the 5th international workshop on the design and management of data warehouses ( dmdw ' 03 ),"manfred a. jeusfeld , hans-joachim lenz , panos vassiliadis , martin staudt",sigmod record,2003.0,2948,report on ngits ' 99 : the fourth international workshop on next generation information technologies and systems opher etzion acm sigmod record 1999,,,,0
5433,1375,constraints for semi-structured data and xml,"wenfei fan , peter buneman , scott weinstein , jérôme siméon",sigmod record,2001.0,2944,"constraints for semistructured data and xml peter buneman , wenfei fan , j &#233; r &#244; me sim &#233; on , scott weinstein acm sigmod record",,,2001.0,1
5434,1186,the xps approach to loading and unloading terabyte databases sanket atal,,vldb,1996.0,4597,the xps approach to loading and unloading terabyte databases,sanket atal,very large data bases,1996.0,1
5435,1834,commercial use of database technology vldb,harald schöning,,2003.0,3594,practical issues with commercial use of federated databases jim kleewein very large data bases,,,1996.0,0
5436,325,implementation of magic-sets in a relational database system sigmod conference,"inderpal singh mumick , hamid pirahesh",,1994.0,4158,"implementation of magic-sets in a relational database system inderpal singh mumick , hamid pirahesh international conference on management of data",,,1994.0,1
5437,1435,"selectivity estimation for spatio-temporal queries to moving objects yong-jin choi , chin-wan chung sigmod conference 2002",,,,3130,selectivity estimation for spatio-temporal queries to moving objects international conference on management of data 2002,"yong-jin choi , chin-wan chung",,,1
5438,2434,a database interface for file updates 1995,"tova milo , serge abiteboul , sophie cluet",sigmod conference,,3307,a database platform for bioinformatics very large data bases,sandeepan banerjee,,2000.0,0
5439,1641,"incremental maintenance of recursive views using relational calculus/sql jianwen su , guozhu dong sigmod record 2000",,,,3949,incremental maintenance of views with duplicates international conference on management of data,"timothy griffin , leonid libkin",,1995.0,0
5440,1299,report on first international workshop on real-time database systems 1996,"sang hyuk son , kwei-jay lin , azer bestavros",sigmod record,,4188,research issues in federated database systems : report of efdbs '97 workshop 1997,"s. conrad , b. eaglestone , w. hasselbring , m. roantree , m. sch &#246; hoff , m. str &#228; ssler , m. vermeer , f. saltor",acm sigmod record,,0
5441,77,"the ores temporal database management system babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos sigmod conference",,,1994.0,3566,the structured information manager : a database system for sgml documents ron sacks-davis very large data bases 1996,,,,0
5442,276,"constructing the next 100 database management systems andreas geppert , klaus r. dittrich sigmod record",,,1994.0,4315,the active database management system manifesto : a rulebase of adbms features acm sigmod record 1996,corporate act-net consortium,,,0
5443,763,metu object-oriented dbms,"cetin ozkan , cem evrendilek , yuksel saygin , ilker altintas , ismailcem budak arpinar , mehmet altinel , tansel okay , ilker durusoy , asuman dogac",sigmod conference,1994.0,2475,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo 1999",,international conference on management of data,,0
5444,1112,query processing and optimization in oracle rdb,"gennady antoshenkov , mohamed ziauddin",vldb j.,1996.0,4638,query optimization by predicate move-around,"alon y. levy , inderpal singh mumick , yehoshua sagiv",very large data bases,1994.0,0
5445,247,irisnet : internet-scale resource-intensive sensor services sigmod conference 2003,"amol deshpande , suman kumar nath , phillip b. gibbons , srinivasan seshan",,,4462,"irisnet : internet-scale resource-intensive sensor services amol deshpande , suman nath , phillip b. gibbons , srinivasan seshan 2003",,international conference on management of data,,1
5446,1726,"bringing object-relational technology to mainstream anil nori , vishu krishnamurthy , sandeepan banerjee sigmod conference 1999",,,,2503,bringing object-relational technology to the mainstream 1999,"vishu krishnamurthy , sandeepan banerjee , anil nori",international conference on management of data,,1
5447,757,mpeg-7 and multimedia database systems harald kosch 2002,,sigmod record,,3933,parallel database systems 101 1995,jim gray,international conference on management of data,,0
5448,1463,data mining techniques sigmod conference,jiawei han,,1996.0,3114,data mining : practical machine learning tools and techniques with java implementations acm sigmod record 2002,"ian h. witten , eibe frank",,,0
5449,215,"semantic integrity support in sql : 1999 and commercial ( object - ) relational database management systems michael gertz , can türker vldb j. 2001",,,,3491,database management systems and the internet very large data bases,susan malaika,,1996.0,0
5450,873,disima : a distributed and interoperable image database system sigmod conference,"vincent oria , benjamin bin yao , shu lin , paul iglinski , m. tamer özsu",,2000.0,2548,"mocha : a self-extensible database middleware system for distributed data sources manuel rodr &#237; guez-mart &#237; nez , nick roussopoulos international conference on management of data 2000",,,,0
5451,1327,exploiting versions for on-line data warehouse maintenance in molap servers vldb 2002,"heum-geun kang , chin-wan chung",,,2831,"dyda : data warehouse maintenance in fully concurrent environments jun chen , xin zhang , songting chen , andreas koeller , elke a. rundensteiner international conference on management of data 2001",,,,0
5452,1577,query optimization for xml,"jason mchugh , jennifer widom",vldb,1999.0,3607,"parametric query optimization yannis e. ioannidis , raymond t. ng , kyuseok shim , timos k. sellis the vldb journal -- the international journal on very large data bases",,,1997.0,0
5453,2199,"capturing both types and constraints in data integration juliana freire , rajeev rastogi , michael benedikt , wenfei fan , chee yong chan 2003",,sigmod conference,,3483,"integrating triggers and declarative constraints in sql database sytems roberta cochrane , hamid pirahesh , nelson mendon &#231; a mattos very large data bases 1996",,,,0
5454,362,cost-driven vertical class partitioning for methods in object oriented databases vldb j.,"qing li , chi-wai fung , kamalakar karlapalem",,2003.0,3760,a taxonomy for secure object-oriented databases,"martin s. olivier , sebastiaan h. von solms",acm transactions on database systems ( tods ),1994.0,0
5455,1879,"searching for dependencies at multiple abstraction levels jef wijsen , toon calders , raymond t. ng",,acm trans . database syst .,2002.0,2998,"searching for dependencies at multiple abstraction levels toon calders , raymond t. ng , jef wijsen acm transactions on database systems ( tods )",,,2002.0,1
5456,268,"statistical schema matching across web query interfaces bin he , kevin chen-chuan chang sigmod conference",,,2003.0,4535,"statistical schema matching across web query interfaces bin he , kevin chen-chuan chang 2003",,international conference on management of data,,1
5457,2303,"a language based multidatabase system konrad schwarz , eva kühn , thomas tschernko sigmod conference 1994",,,,4008,metu interoperable database system acm sigmod record 1995,"a. dogac , c. dengi , e. kilic , g. ozhan , f. ozcan , s. nural , c. evrendilek , u. halici , b. arpinar , p. koksal , n. kesim , s. mancuhan",,,0
5458,2452,"a foundation for multi-dimensional databases laks v. s. lakshmanan , marc gyssens",,vldb,1997.0,4220,"dimensionality reduction for similarity searching in dynamic databases k. v. ravi kanth , divyakant agrawal , ambuj singh 1998",,international conference on management of data,,0
5459,1061,"integrating a structured-text retrieval system with an object-oriented database system jurgen annevelink , tak w. yan",,vldb,1994.0,4107,mosaico-a system for conceptual modeling and rapid prototyping of object-oriented database application international conference on management of data 1994,"m. missikoff , m. toiati",,,0
5460,1861,multi-dimensional database allocation for parallel data warehouses vldb 2000,"holger märtens , erhard rahm , thomas stöhr",,,4560,lineage tracing for general data warehouse transformations the vldb journal -- the international journal on very large data bases,"y. cui , j. widom",,2003.0,0
5461,846,"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system 1996","zhao-hui tang , fei sha , georges gardarin",vldb,,3565,"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system georges gardarin , fei sha , zhao-hui tang very large data bases",,,1996.0,1
5462,1677,watermarking relational databases,"rakesh agrawal , jerry kiernan",vldb,2002.0,3761,vxmlr : a visual xml-relational database system 2001,"aoying zhou , hongjun lu , shihui zheng , yuqi liang , long zhang , wenyun ji , zengping tian",very large data bases,,0
5463,77,"the ores temporal database management system babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos sigmod conference",,,1994.0,2618,"the multidimensional database system rasdaman p. baumann , a. dehmel , p. furtado , r. ritsch , n. widmann international conference on management of data",,,1998.0,0
5464,1423,"report on the semantic web workshop at www 2002 martin r. frank , natalya fridman noy , steffen staab sigmod record 2002",,,,4629,"composing web services on the semantic web brahim medjahed , athman bouguettaya , ahmed k. elmagarmid the vldb journal -- the international journal on very large data bases 2003",,,,0
5465,2123,"research issues for data communication in mobile ad-hoc network database systems leslie d. fife , le gruenwald sigmod record 2003",,,,3434,"a database system for real-time event aggregation in telecommunication jerry baulier , stephen blott , henry f. korth , abraham silberschatz",,very large data bases,1998.0,0
5466,2297,maintenance of automatic summary tables,"richard sidle , wolfgang lehner , hamid pirahesh , roberta cochrane",sigmod conference,2000.0,2905,maintenance of cube automatic summary tables,"wolfgang lehner , richard sidle , hamid pirahesh , roberta wolfgang cochrane",international conference on management of data,2000.0,1
5467,2381,data mining with optimized two-dimensional association rules,"takeshi tokuyama , yasuhiko morimoto , shinichi morishita , takeshi fukuda",acm trans . database syst .,2001.0,2798,data mining with optimized two-dimensional association rules 2001,"takeshi fukuda , yasuhiko morimoto , shimichi morishita , takeshi tokuyama",acm transactions on database systems ( tods ),,1
5468,704,the araneus web-base management system sigmod conference,"giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni",,1998.0,2623,the araneus web-based management system international conference on management of data 1998,"g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",,,1
5469,1036,metadata for multimedia documents sigmod record,"thomas c. rakow , klemens böhm",,1994.0,4175,"metadata for integrating speech documents in a text retrieval system ulrike glavitsch , peter sch &#228; uble , martin wechsler 1994",,acm sigmod record,,0
5470,192,"effective timestamping in databases christian s. jensen , kristian torp , richard t. snodgrass vldb j. 2000",,,,3593,coalescing in temporal databases,"michael h. b &#246; hlen , richard thomas snodgrass , michael d. soo",very large data bases,1996.0,0
5471,1953,transaction timestamping in ( temporal ) databases,"christian s. jensen , david b. lomet",vldb,2001.0,4009,on the issue of valid time ( s ) in temporal databases acm sigmod record,"stavros kokkotos , efstathios v. ioannidis , themis panayiotopoulos , constantine d. spyropoulos",,1995.0,0
5472,1565,on index selection schemes for nested object hierarchies vldb 1994,"sudarshan s. chawathe , ming-syan chen , philip s. yu",,,4696,"join index hierarchies for supporting efficient navigations in object-oriented databases zhaohui xie , jiawei han 1994",,very large data bases,,0
5473,1049,"workshop report : the first international workshop on active and real-time database systems ( artdb-95 ) mikael berndtsson , jörgen hansson sigmod record 1996",,,,4647,report on the 5th international workshop on the design and management of data warehouses ( dmdw ' 03 ) acm sigmod record 2003,"hans j. lenz , panos vassiliadis , manfred jeusfeld , martin staudt",,,0
5474,264,will database researchers have any role in data security ? ( panel abstract ),arnon rosenthal,sigmod conference,2001.0,2833,"will database researchers have any role in data security ? ( panel session ) arnon rosenthal , klaus dittrich , jim donahue , bill maimone international conference on management of data",,,2001.0,1
5475,1559,managing intervals efficiently in object-relational databases vldb 2000,"thomas seidl , marco pötke , hans-peter kriegel",,,4355,extraction of object-oriented structures from existing relational databases acm sigmod record,"shekar ramanathan , julia hodges",,1997.0,0
5476,819,"an efficient algorithm for mining association rules in large databases edward omiecinski , shamkant b. navathe , ashok savasere",,vldb,1995.0,4228,cure : an efficient clustering algorithm for large databases international conference on management of data 1998,"sudipto guha , rajeev rastogi , kyuseok shim",,,0
5477,619,reminiscences on influential papers sigmod record,"jun rao , kenneth a. ross , johannes gehrke",,2003.0,2697,reminiscences on influential papers richard snodgrass acm sigmod record 1998,,,,0
5478,2401,"join index hierarchies for supporting efficient navigations in object-oriented databases jiawei han , zhaohui xie 1994",,vldb,,3227,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases reinhard braumandl , jens clau &#223; en , alfons kemper",,very large data bases,1998.0,0
5479,786,materialized view selection for multidimensional datasets 1998,"jeffrey f. naughton , amit shukla , prasad deshpande",vldb,,3633,"a template model for multidimensional inter-transactional association rules ling feng , jeffrey xu yu , hongjun lu , jiawei han 2002",,the vldb journal -- the international journal on very large data bases,,0
5480,1497,safe query languages for constraint databases acm trans . database syst .,peter z. revesz,,1998.0,2926,constraint databases : a tutorial introduction jan van den bussche,,acm sigmod record,2000.0,0
5481,1169,"business data management for b2b electronic commerce manfred a. jeusfeld , mareike schoop , christoph quix sigmod record",,,2002.0,3118,business data management for business-to-business electronic commerce,"christoph quix , mareike schoop , manfred jeusfeld",acm sigmod record,2002.0,1
5482,844,"a case-based approach to information integration maurizio panti , alberto giretti , luca spalazzi 2000",,vldb,,3315,a case-based approach to information integration very large data bases 2000,"maurizio panti , luca spalazzi , alberto giretti",,,1
5483,1897,design and implementation of a genetic-based algorithm for data mining vldb,sunil choenni,,2000.0,3495,"the design and implementation of a sequence database system praveen seshadri , miron livny , raghu ramakrishnan very large data bases",,,1996.0,0
5484,2085,an adaptive data replication algorithm acm trans . database syst .,"ouri wolfson , yixiu huang , sushil jajodia",,1997.0,4365,"an adaptive data replication algorithm ouri wolfson , sushil jajodia , yixiu huang",,acm transactions on database systems ( tods ),1997.0,1
5485,819,"an efficient algorithm for mining association rules in large databases edward omiecinski , shamkant b. navathe , ashok savasere",,vldb,1995.0,3278,fast algorithms for maintaining replica consistency in lazy master replicated databases very large data bases 1999,"esther pacitti , pascale minet , eric simon",,,0
5486,2143,"approximating multi-dimensional aggregate range queries over real attributes carlotta domeniconi , vassilis j. tsotras , george kollios , dimitrios gunopulos sigmod conference",,,2000.0,3574,"storage estimation for multidimensional aggregates in the presence of hierarchies amit shukla , prasad deshpande , jeffrey f. naughton , karthikeyan ramasamy very large data bases 1996",,,,0
5487,320,"approximate computation of multidimensional aggregates of sparse data using wavelets min wang , jeffrey scott vitter 1999",,sigmod conference,,3574,"storage estimation for multidimensional aggregates in the presence of hierarchies amit shukla , prasad deshpande , jeffrey f. naughton , karthikeyan ramasamy very large data bases 1996",,,,0
5488,884,query rewriting for semistructured data sigmod conference 1999,"vasilis vassalos , yannis papakonstantinou",,,3055,describing semistructured data acm sigmod record 2001,luca cardelli,,,0
5489,1575,"schema and database evolution in the o2 object database system fabrizio ferrandina , guy ferran , thorsten meyer , roberto zicari , joëlle madec",,vldb,1995.0,4065,parallel database systems in the 1990 's michael j. carey 1994,,international conference on management of data,,0
5490,1846,rolex : relational on-line exchange with xml 2003,"pradeep shenoy , xin dong , henry f. korth , philip bohannon , p. p. s. narayan , chengkai li , sumit ganguly",sigmod conference,,4460,rolex : relational on-line exchange with xml,"philip bohannon , xin ( luna ) dong , sumit ganguly , henry f. korth , chengkai li , p. p. s. narayan , pradeep shenoy",international conference on management of data,2003.0,1
5491,350,"optimization of dynamic query evaluation plans goetz graefe , richard l. cole",,sigmod conference,1994.0,2976,iterative dynamic programming : a new class of query optimization algorithms acm transactions on database systems ( tods ) 2000,"donald kossmann , konrad stocker",,,0
5492,407,an authorization system for digital libraries 2002,"ugo capuozzo , elena ferrari , vijayalakshmi atluri , elisa bertino , nabil r. adam",vldb j.,,2592,contextualizing the information space in federated digital libraries acm sigmod record 1999,"m. p. papazoglou , j. hoppenbrouwers",,,0
5493,429,editor 's notes sigmod record,michael j. franklin,,1998.0,2813,editorial richard snodgrass acm transactions on database systems ( tods ) 2001,,,,0
5494,558,dlfm : a transactional resource manager,"hui-i hsiao , inderpal narang",sigmod conference,2000.0,2498,tam : a system for dynamic transactional activity management international conference on management of data 1999,"tong zhou , ling liu , calton pu",,,0
5495,960,quality-driven integration of heterogenous information systems vldb 1999,"johann christoph freytag , felix naumann , ulf leser",,,3974,"infoharness : a system for search and retrieval of heterogeneous information leon shklar , amit sheth , vipul kashyap , satish thatte",,international conference on management of data,1995.0,0
5496,2170,the mariposa distributed database management system sigmod record 1996,jeff sidell,,,2618,"the multidimensional database system rasdaman p. baumann , a. dehmel , p. furtado , r. ritsch , n. widmann international conference on management of data",,,1998.0,0
5497,978,caching multidimensional queries using chunks 1998,"karthikeyan ramasamy , prasad deshpande , amit shukla , jeffrey f. naughton",sigmod conference,,4424,"multi-dimensional resource scheduling for parallel queries minos n. garofalakis , yannis e. ioannidis",,international conference on management of data,1996.0,0
