index,id,title,authors,venue,year
6307,22359,a cost model for the evaluation of path expressions in distributed object databases,"g ruberg , f baiã # o , m mattoso",,
6308,22360,rondo : a programming platform for generic model management,"s melnik , e rahm , pa bernstein","sigmod conference ,",2003.0
6309,22379,bottom-up query evaluation in extended deductive databases,s brass,,
6310,22382,a transaction-conscious multi-version cache replacement and prefetching policy for hybrid data,"a seifert , mh scholl",,
6311,22384,tutorial : application servers and associated technologies,c mohan,"sigmod conference ,",2002.0
6312,22394,smart cards in electronic commerce,"nt trask , mv meyerstein","bt technology journal ,",1999.0
6313,22397,a semantic modeling approach for image retrieval by content,"ww chu , it leong , rk taira","the vldb journal the international journal on very large & hellip ; ,",1994.0
6314,22399,partition based spatial-merge join,"jm patel , dj dewitt",,
6315,22411,banking information systems,"v shmerko , s yanushkevich",technical university of,
6316,22418,quest synthetic data generator,"r agrawal , r srikant","ibm almaden research center , san jose , california , h ttp : / /",
6317,22420,"v , harinarayan , and d. quass . aggregatequery processing in data warehousing environments",a gupta,proc . 21st intt . conj . very large data,
6318,22421,the context interchange approach to semantic interoperability,"ch goh , s bressan , se madnick , md siegel",proc . acm sigmod int . conf on management of,
6319,22425,source specific query rewriting and query plan generation for merging xml-based semistructured data,a shah,,2001.0
6320,22433,architecture for distributed multimedia database systems .,"pb berra , cyr chen , a ghafoor , cc lin , tdc little ,",,
6321,22434,ã cents â ? ¬ å?an overview of data warehousing and olap technologyã cents â ? ¬ â ?,"s chaudhuri , u dayal","acm sigmod record ,",
6322,22454,approximate query translation across heterogeneous information sources,"cck chang , h garcia-molina",,
6323,22457,hospital information systems : the case of areteion university hospital,j papoutsis,"phd dissertation , athens university , greece ,",
6324,22463,query by diagram : a visual environment for querying databases,"g santucci , pa sottile",,
6325,22467,towards on-line analytical mining in large databases,h jiawei,"acm sigmod record ,",
6326,22468,"a , ullman , jd , implementing data cubes efficiently",r harinarayan,"proceedings of the international conference on management of & hellip ; ,",
6327,22470,semantic integration of environmental models for application to global information and decision -,ds mackay,"acm sigmod record ,",
6328,22471,foreword,"ra hoffman , rj strangeway , sb mende","journal of geophysical research ( space physics ,",2003.0
6329,22490,lore : a database management systemfor semistruc-tured data,"j mchugh , s abiteboul , r goldman , d quass , j widom","sigmodrecord ,",
6330,22493,critical database technologies for high energy physics,"dm malon , en may","proceedings of the international conference on very large & hellip ; ,",1997.0
6331,22503,practical applications of triggers and constraints : success and lingering issues,"s ceri , r cochrane , j widom","proc . 26th int . conf . on very large databases ,",2000.0
6332,22505,mining association rules with non-uniform privacy concerns,"y xia , y yang , y chi",,
6333,22508,redo recovery principles,o background,"sigmod record ,",2002.0
6334,22510,similarity search for adaptive ellipsoid queries using spatial transformation,"y sakurai , m yoshikawa , r kataoka , s uemura","proceedings of the international conference on very large & hellip ; ,",2001.0
6335,22512,resource management in large distributed systems,"a goscinski , m bearman",,
6336,22515,hierarchical performance analysis models for data base systems,i miyamoto,"vldb ,",1975.0
6337,22516,integrating reliable memory in databases,"wt ng , pm chen","the vldb journal the international journal on very large & hellip ; ,",1998.0
6338,22519,a source-to-source meta-translation system for relational query languages,"di howells , nj fiddian , wa gray","vldb ,",1987.0
6339,22535,rethinking reengineering,r cafasso,"computerworld ,",
6340,22536,generic database cost models for hierarchical memory systems,"s manegold , pa boncz , ml kersten","vldb ,",2002.0
6341,22542,discovery ofmultiple-level association rules fromlarge databases,"j han , y fu","proc . of the 21st int &#39; l conferenceon very large databases , & hellip ; ,",
6342,22544,techniques for speeding up range-max queries in olap data cubes,"ct ho , r agrawal , n megiddo , jj tsay","ibm research report ,",
6343,22549,"garc ä ± a-molina , h. , and tomasic , a. 1994 . the effectiveness of gloss for the text database",l gravano,proceedings of the 1994 acm sigmod international conference,
6344,22552,traffic control and qos management in the internet,h zhang,"acm sigmetrics tutorial proceedings ,",1999.0
6345,22562,w. b & xâ ?? aâ ?? object-oriented approach to multimedia databasesâ ??,dww kim,"proceedings of acm sigmod ,",
6346,22564,a practical issue concerrning very large data bases,g cohen,"proceedings of the vldb conference ( dublin , ireland ) , august ,",
6347,22565,time series similarity measures and time series indexing,"d gunopulos , g das","proceedings of the 2001 acm sigmod international conference & hellip ; ,",2001.0
6348,22575,why i like working in academia,rt snodgrass,"sigmod record ,",2002.0
6349,22587,on processing xml in ldap,"pj marrï?n , g lausen",proceedings of the 27th conference on very large data bases,
6350,22590,"efficiently updating materialized views , '' acm sigmod int","j blakely , pa larson , fw tompa","conf . on management of data , washington , dc , may ,",
6351,22591,the r + - tree : a dynamic index for multi-dimensional data,"t sellis , n roussopoulos , c faloutsos","proceedings of vldb 1987 ,",
6352,22597,weave amino acid sequences for protein secondary structure prediction,"x yang , b wang",,
6353,22605,ramakrishnan srikant fast algorithms for mining association rules,r agrawal,"proc . 20th tnt . conf very large data bases ,",
6354,22608,"sim eon , j. : â ?? statix : making xml countâ ??","j freire , jr haritsa , m ramanath , p roy",proceedings of the 2002 acm sigmod intl. conf . on management,
6355,22612,algorithm and performance evaluation of adaptive multidimensional clustering technique,"s fushimi , m kitsuregawa , m nakayama , h tanaka , t","proceedings of the 1985 acm sigmod international conference & hellip ; ,",1985.0
6356,22614,what happens during a join,"s manegold , pa boncz , ml kersten","dissecting cpu and memory optimization effects . in the 26th & hellip ; ,",
6357,22620,irisnet : an architecture for compute-intensive wide-area sensor network services,"s nath , a deshpande , y ke , pb gibbons , b karp , s",,
6358,22625,integrated document prefetching and caching in hierarchical storage based on markov-chain,"a kraiss , g weikum",vldb journal ( may,
6359,22630,network-aware query processing for stream-based applications,"y ahmad , u cetintemel","proceedings of the international conference on very large & hellip ; ,",2004.0
6360,22635,integrating association rule mining algorithms with relational database systems,"j hipp , u grimmer",,
6361,22640,hot block clustering for disk arrays with dynamic striping,"k mogi , m kitsuregawa","proceedings of the international conference on very large & hellip ; ,",1995.0
6362,22661,query processing and optimization for olap-xml federations,"d pedersen , k riis , tb pedersen","submitted for publication ,",
6363,22664,designing and mining multi-terabyte astronomy,"as szalay , p kunszt , a thakar , j gray , d slutz , rj",,
6364,22673,repositories for co-operative information systems,w huaiqing,"information and software technology ,",1996.0
6365,22676,discrete probability density estimation using multirate dsp models,"pp vaidyanathan , bj yoon",,
6366,22680,mining database structure ; or howto build a data quality browser,"t dasu , t johnson , s muthukrishnan , v shkapenyuk",,
6367,22693,fast search in main memory databases,"a analyti , s pramanik",proc . of the acm sigmod intâ ?? l. conf . on management of,
6368,22699,engineering federated information systems report of efis '99 workshop,"g saake , fs ii , m roantree","sigmod record ,",1999.0
6369,22716,"finke | stein , sj setoriented production rules in relational database systems",j widom,proceedings of acm,
6370,22721,pfires : a policy framework for information security,"j rees , s bandyopadhyay , eh spafford","communications-acm ,",2003.0
6371,22722,efficient garbage collection for large object-oriented databases,bh liskov,,1996.0
6372,22725,computation of multidimensional aggregates,"pm deshpande , s agarwal , jf naughton , r",,
6373,22729,a single pass computing engine for interactive analysis of vldbs,t mihalisin,"vldb ,",1998.0
6374,22731,selectivity estimation in spatial databases,"s acharya , v poosala , s ramaswamy",,
6375,22732,s. and pazzani mj : locally adaptive dimensionality reduction for indexing large time series,"e keogh , km chakrabarti",proceedings of the 2001 acm sigmod international conference,
6376,22737,weblint : quality assurance for the world wide web,n bowers,"www5 / computer networks ,",1996.0
6377,22744,compressed histograms with arbitrary bucket layouts for selectivity estimation,"d fuchs , z he , bs lee",,
6378,22750,slicing the value dependence graph,md ernst,"technical report msr-tr-94-22 , microsoft research , redmond , wa ,",
6379,22756,space optimization in deductive databases,"a baltrunas , d srivastava , s sudarshan , r","acm transactions on database systems ,",1995.0
6380,22759,towards effective indexing for very large video sequence database,"ht shen , bc ooi , x zhou","proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0
6381,22760,sigmod sister societies,"s ceri , la kalinichenko , m kitsuregawa , h lu , v","sigmod record ,",2000.0
6382,22766,a log-structured history data access method ( lham ),"eon patrick , g weikum",,1993.0
6383,22778,empirical data reference behaviour in database systems,j rodriguez-rossel,"ieee computer ,",
6384,22779,canonical abstraction for outerjoin optimization,"j rao , h pirahesh , c zuzarte","proceedings of the 2004 acm sigmod international conference & hellip ; ,",2004.0
6385,22794,editorial ( s ),"m shepperd , m dyer","information and software technology ,",2001.0
6386,22798,white paper : microsoft index selection tool for sql server,"s ghaudhuri , v narasayya",,1998.0
6387,22803,database architecture for content-based image retrieval,t kato,"proc . spie ,",1992.0
6388,22804,proxy-based acceleration of dynamically generated content on the world wide web : an approach and,"a datta , k dutta , h thomas , d vandermeer , k","acm transactions on database systems ,",2004.0
6389,22806,java support for data-intensive systems : experiences building the telegraph dataflow system,"ma shah , jm hellerstein","sigmod record ,",2001.0
6390,22807,a database design for musical infomation,wb rubenstem,,
6391,22832,push technology personalization through event correlation,"a adi , d botzer , o etzion , t yatzkar-haham","proceedings of the international conference on very large & hellip ; ,",2000.0
6392,22838,"energy efficient indexing on air , rutgers university","t imielinski , s viswanathan , br badrinath","international conference on management of data , acm sigmod , & hellip ; ,",
6393,22839,editor 's notes,ja neff,journal of emergency,
6394,22840,storhouse metanoiaâ ?? new applications for database,"f carino , p kostamaa , a kaufmann , j burgess","storage & data warehousing , acm sigmod , usa ,",
6395,22848,correlating events for monitoring business processes,"j schiefer , c mcgregor",,
6396,22852,atomicity and isolation for transactional processes,"h schuldt , g alonso , c beeri , hj schek","acm transactions on database systems ,",2002.0
6397,22857,rtrees : a dynamic index structure for spatial searching,a guttman,,1984.0
6398,22885,database systems management and oracle8,cg doherty,"sigmod conference ,",1998.0
6399,22890,answering xml queries over heterogeneous data sources,i manolescu,"proceedings of the international conference on very large & hellip ; ,",2001.0
6400,22910,the prototype of the dare system,"t catarci , g santucci",,
6401,22911,multi-step processing of spatial joins,"t brinkhoff , hp kriegel , r schneider , b seeger",,
6402,22913,parametric query optimization,j madhavan,,
6403,22917,optimizing top-k selection queries over multimedia repositories,"l gravano , a marian","ieee transactions on knowledge and data engineering ,",2004.0
6404,22920,lh * s : a high-availability and high-security scalable distributed data structure,"w litwin , ma neimat",,
6405,22928,the danger of replicationand a solution,"j gray , p helland , po ` neil , d shasha","acm sigmod int . conf on management of data , montreal , june ,",
6406,22931,object fusion in mediator systems extended version . available by anonymous ftp at db,"yp pgm , h garcia-molina",stanford . edu as the le pubpapakonstantinou1995fusion-extended .,
6407,22939,dynamic vp-tree indexing for n-nearest neighbor search given pair-wise distances,"aw fu , pm chan , yl cheung , ys moon","the vldb journal the international journal on very large & hellip ; ,",2000.0
6408,22947,integrating vertical and horizontal partitioning into automated physical database,"s agrawal , v narasayya , b yang",proceedings of the acm,
6409,22948,access to objects by path expressions and rules . vldbâ ?? 94,"j frohn , g lausen , h uphoff","proceedings of 20th international conference on very large & hellip ; ,",
6410,22952,comparative analysis of five xml query languages,"a bonifati , s ceri","sigmod record ,",2000.0
6411,22969,multi-model based optimization for stream query processing,"y liu , b plale",,
6412,22973,a benchmark for xml data management,"a schmidt , f waas , m kersten , m carey , i manolescu",vldb,
6413,22975,schema evolution in object-oriented database systems,"gt nguyen , d rieu","data & knowledge engineering ,",1989.0
6414,22976,distributed management in local area networks,"tw page jr , gj popek","proceedings of the fourth acm sigact-sigmod symposium on & hellip ; ,",1985.0
6415,22984,querying continuous time sequences,"l lin , t risch","proceedings of the international conference on very large & hellip ; ,",1998.0
6416,22990,delivering presentations from multimedia servers,"nh balkir , g ozsoyoglu","the vldb journal the international journal on very large & hellip ; ,",1998.0
6417,22998,"lessons from wall street : case studies in database tuning , configuration , and replication",d shasha,proc . 1997 acm sigmod,
6418,23011,database challenges in global information systems .,"d konopnicki , o shmueli","proc . of the 21st int . conf . on very large databases , vldb ,",
6419,23013,querying multi-dimensional data indexed using the hilbert space-filling curve,jk lawder,"sigmod record ,",2001.0
6420,23021,a functional framework for web-based information visualisation systems,"m berder , r klein , a disch , a ebert","ieee transactions on visualization and computer graphics ,",
6421,23027,programming ado,d sceppa,,2000.0
6422,23035,comparing dos and os/2 file systems,r duncan,"pc magazine ,",
6423,23036,continues queries over data streams,"s babu , j widom","sigmod record ,",
6424,23040,eliminating fuzzy duplicates in data warehouses,"r ananthakrishna , s chaudhuri , v ganti","vldb ,",2002.0
6425,23045,a temporal relational algebra as basis for temporal relational completeness,"a tuzhilin , j clifford","vldb ,",1990.0
6426,23049,distance browsing in spatial databases,"t sellis , n roussopoulos","acm transactions on database systems ( tods ) ,",
6427,23058,s. subrahmanian . amultimediapresentation algebra,"s adali , ml sapinoetv","& hellip ; of the acm sigmod international conference on management of & hellip ; ,",
6428,23064,masking system crashes in database applications,"j freytag , f cristian , b kaehler","proc . intl. conf . on very large data bases , sep ,",
6429,23065,"anda . pfeffer , generalizedsearchtreesfordatabase systems . in proc","j hellerstein , j naughton","21st intl conference on very large databases , zurich , & hellip ; ,",
6430,23070,activeviewsforelectroniccommerce,"s abiteboul , c cluet , l mignet , b amann , t milo , a","proc . 25th vldb , edinburgh , uk , september ,",
6431,23072,handling summary information in a database,h sato,"sigmod rec ,",
6432,23075,an efficient quality of service routing algorithm for delay-sensitive applications,"w liu , w lou , y fang , w liu , w lou , y fang","computer networks ,",2005.0
6433,23079,a query languageand optimization techniquesfor unstructured data,"p buneman , s davidson , g hillebrand , d suciu","proceedings of acm-sigmod international conference on & hellip ; ,",
6434,23081,aurora : a new model and architecture for data stream management,"dj abadi , d carney , u ã?etintemel , m cherniack , c","the vldb journal the international journal on very large & hellip ; ,",2003.0
6435,23087,challenges : an application model for pervasive computing,"g banavex , j beck , e gluzberg , j munson , j sussman","proc . acm mobigom ,",
6436,23088,concurrency control of nested transactions accessing b-trees,"a fu , t kameda","proceedings of the eighth acm sigact-sigmod-sigart symposium & hellip ; ,",1989.0
6437,23100,xperanto : publishing object-relational data as xml .,"mj carey , d florescu , zg ives , y lu , j","webdb ( informal proceedings ) ,",2000.0
6438,23101,dynamic voting algorithms for maintaining the consistency of a replicated database,"s jajodia , d mutchler","acm transactions on database systems ,",1990.0
6439,23109,concurrency control in a system for distributed databases,"bb pa , dw shipman , jb rothnr jr","acm tods ,",
6440,23118,hoeffding inequalities for online aggregation,pj haas,"computing science and statistics ,",
6441,23133,system desiderata for xml databases,"a salminen , fw tompa","proceedings of the 27th vldb conference , roma , italy",2001.0
6442,23134,picture programming project .,"acms anthology , p edition",,
6443,23137,statistics on views,"ca galindo-legaria , mm joshi , f waas , mc wu","proceedings of the international conference on very large & hellip ; ,",2003.0
6444,23141,data staging for on-demand broadcast,"d aksoy , mj franklin , s zdonik","proceedings of the international conference on very large & hellip ; ,",2001.0
6445,23143,a performance evaluation of pointerbased joins,"es sc901 , mj carey","proc . of the acm sigmod intl. ccmf : ,",
6446,23173,batched searching of sequential and tree structured files,b shneiderman,"acm transactions on database systems ,",1976.0
6447,23176,the pyramid-tree : towards breaking the curse of dimensionality,"s berchtold , c bã ¶ hm , hp kriegel","proc . int . conf . on management of data ( sigmodâ ?? 98 ) , & hellip ; ,",
6448,23180,a framework for implementing hypothetical queries,"t griffin , r hull",proc . of the 1997 acm sigmod intl. conference on management,
6449,23181,"self-similarity in world wide web trac : evidence and causes , ''","m crovella , a bestavros","proc . acm sigmetrics ,",
6450,23189,"realm-based spatial data types : the rose algebra . fernuniversitã $ t hagen , report 141 , 1993 , to","rh gã 1/4 ting , m schneider",vldb,
6451,23193,distance-basedindexing for high dimensional metric spaces,tbm ozsoyoglu,"proc . of sigmod ,",
6452,23195,a study on the management of semantic transaction for efficient data retrieval,"sm huang , i kwan , ch li","sigmod record ,",2002.0
6453,23198,an object-oriented real-time framework and development environment,"t kuan , wb see , sj chen",proc .,
6454,23200,editorial : electronic area,m bradshaw,"area ,",2001.0
6455,23202,hosting the . net runtime in microsoft sql server,"a acheson , m bendixen , ja blakeley , p carlin , e","proceedings of the 2004 acm sigmod international conference & hellip ; ,",2004.0
6456,23204,communications for the construction industry,"gw popple , sp towndrow","bt technology journal ,",1994.0
6457,23207,materialized view and index selection tool for microsoft sql server 2000,"s agrawal , s chaudhuri , v narasayya","sigmod conference ,",2001.0
6458,23214,a parallel index for semistructured data,"b cooper , n sample , m shadmon",,
6459,23223,dj 1996 . of objects and databases : a decade of turmoil,"mj carey , t dewit",,
6460,23224,relational databases for querying xml documents : limitations and opportunities,"d dewitt , j naughton , j shanmugasundaram , k tufte ,","proceedings of the 25th vldb conference ,",
6461,23226,scientific journals : extinction or explosion ? ( panel ),"r ramakrishnan , h garcia-molina , g rossbach , a","proceedings of the 21th international conference on very & hellip ; ,",1995.0
6462,23228,re-designing distance functions and distance-based applications for high dimensional applications,cc aggarwal,"proc . of sigmod-pods ,",
6463,23238,hodfa : an architectural framework for homogenizing heterogeneous legacy databases,"cw bay , hk kowloon","sigmod record ,",1995.0
6464,23240,rajaraman . a. implementing data cubes efficiently,ujd harinarayan,"proc acm sigmod int &#39; l conf on management of data . montreal ,",
6465,23241,science of design for information systems,r ramakrishnanâ ? ¦,"acm sigmod record ,",
6466,23243,continuous queries over data streams,"j widom , s babu","sigmod record ,",
6467,23247,parallel processing of recursive queries in distributed architectures,g hulin,"vldb ,",1989.0
6468,23250,independence is good : dependency-based histogram synopses for high-dimensional data,"a deshpande , m garofalakis , r rastogi","sigmod conference ,",2001.0
6469,23251,fixed-point query languages for linear constraint databases,s kreutzer,,
6470,23253,diskscheduling in multimedia i/o system,alnrj wyllie,proceedings of acm,
6471,23257,efficiently mining long patternsfrom databases,r bayardo,"proc . of the acm sigmod conference ,",
6472,23262,sql query optimization : reordering for a general class of queries,"p goel , b iyer","sigmod conference ,",1996.0
6473,23287,"statistics in epidemiology : methods , techniques , and applications","h sahai , a khurshid",,1996.0
6474,23289,inoue : â ?? implementation of relevance feedback for content-based music retrieval based on user,z hoashi,"proceedings of acm-sigir ,",
6475,23293,unbundling active functionality,"a koschel , s gatziu , g von bultzingsloewen , h","current trends in data management technology , idea group & hellip ; ,",
6476,23301,tutorial database mining,r agrawal,"proceedings of the thirteenth acm sigact-sigmod-sigart & hellip ; ,",1994.0
6477,23312,automatic text segmentation for extracting structured records,"vr borkar , k deshmukh , s sarawagi",proc . acm sigmod international conf . on management of,
6478,23315,dbenchâ ?? oltp : a dependability benchmark for oltp application environments,"m vieira , h madeira","technical report dei-006-2002 , issn 0873-9293 , departamento de",
6479,23316,a conceptual model for dynamic clustering in object databases,"q li , jl smith",,
6480,23318,tutorial : state of the art in workflow management system research and products,c mohan,"5th international conference on extending database & hellip ; ,",1996.0
6481,23320,the r * tree : an efficient and robust index method for points and rectangles,"n beckmann , hp kriegel , r schneider , b seeger",acm sigmod conf . on the management of,
6482,23330,french government activity in the conservation of data and electronic documents,s novaretti,"proceedings of the international conference on very large & hellip ; ,",2001.0
6483,23335,j. widom change detection in hierarchically structured information,"s chawathe , a rajaraman , h garcia-molina",proc . of the acm sigmod int . conf . on management of,
6484,23342,wireless sensor networks : architectures and protocols . 2003,eh callaway,,
6485,23343,foundations of synergetics : distributed active systems,as mikhailov,,1990.0
6486,23362,an annotated bibliography of interactive program steering,"w gu , j vetter , k schwan","acm sigplan notices ,",1994.0
6487,23363,resumption algorithms,"wj labio , jl wiener , h garcia-molina , v gorelik","technical report , stanford university , 1998 . available at http : /",
6488,23368,a survey of indexing techniques for moving object trajectories,"oi abdul-matin , on waterloo",,
6489,23369,fast parallel similarity search in multimedia databases,s berchtold,"sigmod conference ,",1997.0
6490,23389,incremental computation and maintenance of temporal aggregates,y jun,,
6491,23390,image computing for visual information systems,ik sethi,,
6492,23392,design and user testing of a multi-paradigm query interface to an object-oriented database,"dk doan , nw paton , a kilgour","sigmod record ,",1995.0
6493,23411,a theory of global concurrency control in multidatabase systems,"a zhang , ak elmagarmid","the vldb journal the international journal on very large & hellip ; ,",1993.0
6494,23418,industrial applications of asf + sdf,"m van den brand , a van deursen , p klint , s","lecture notes in computer science ,",1996.0
6495,23431,"spatial hash-joins , acm sigmod intl","ml lo , cv ravishankar","conference on management of data ,",
6496,23440,operator scheduling in a data stream manager,"u centintemel , zs ra , d carney , c mitch","proc of the 28th international conference on vldb ,",
6497,23449,scientific journals : extinction or explosion ?,r ramakrishnan,"proceedings of the international conference on very large & hellip ; ,",1995.0
6498,23454,the007 benchmark,"m carey , d dewitt , j naughton",1993 acm sigmod international conference on management of,
6499,23457,parallel and distributed database systems,a procedures,,
6500,23461,parallel multisource view maintenance,"x zhang , l ding , ea rundensteiner","the vldb journal the international journal on very large & hellip ; ,",2004.0
6501,23465,performance of b-tree concurrency algorithms,"v srinivasan , mj carey","sigmod conference ,",
6502,23467,the history of fortran,j backus,"history of programming languages ,",
6503,23468,the r ã ? - tree : a dynamic index for multidimensional objects,"t sellis , n roussopoulos , c faloutsos",proceedings of 13th international confernece on,
6504,23470,conceptual framework and architecture for service mediating workflow management,"j hu , p grefen","information and software technology ,",2003.0
6505,23471,an active functionality service for e-business applications,"m cilia , ap buchmann","sigmod record ,",2002.0
6506,23473,optimising query evaluation with quotient databases . advances in databases and information systems,"s link , tt jm","7th east european conference , adbis ,",
6507,23476,building hierarchical classifiers using class proximity,"k wang , s zhou , sc liew","vldb ,",1999.0
6508,23488,the bucky object-relational benchmark,"dj dewitt , m carey , j naughton , m asgarian , j",,1997.0
6509,23490,"topaz : a cost-based , rule-driven , multi-phase parallelizer","c nippl , b mitschang",,1998.0
6510,23495,the efficiency of gloss for the text database discovery problem,"l gravano , h garcia-molina , a tomasic",,1993.0
6511,23498,exploratory and multivariate data analysis,m jambu,,1991.0
6512,23499,high-performance generalized search trees,m kornacker,"vldb , sept ,",
6513,23500,modelling and querying video data,"r hjelsvold , r midtstraum","vldb ,",1994.0
6514,23522,faloutsos . c. ( 1997 ) . efficiently supporting ad hoc queries in large datasets of time sequences,"f korn , h jagadish",proceedings,
6515,23526,vertical partitioning algorithms for database design,"s navathe , s ceri , g wiederhold , j dou","acm transactions on database systems ,",1984.0
6516,23530,a retrospective on database application development frameworks,la rowe,"sigmod record ,",1992.0
6517,23531,mining multi-dimensional association rules using data cubes,"j han , m kamber , j chiang",,
6518,23534,architecture and implementation of the darmstadt database kernel system . acm-sigmod,hb paulâ ? ¦,"proc . int . conf . on management of data , san francisco ,",
6519,23535,microsoft data mining : integrated business intelligence for e-commerce and knowledge management,b de ville,,2001.0
6520,23539,semantic b2b integration,c bussler,,
6521,23544,the garlie project,mt rothâ ? ¦,"proceedings of acm sigmod conference ,",
6522,23547,"constraint-based rule mining in large , dense databases","rj bayardo , r agrawal , d gunopulos","data mining and knowledge discovery ,",2000.0
6523,23552,"power system information theory , advances in power system control","hb sun , bm zhang , l tangâ ? ¦","operation and management international conference ( apscom ) ,",
6524,23560,the role concept in database models,"c bachman , m daya","proc . 1977 vldb conference , tokyo , japan , october ,",
6525,23565,title :,ra norris,,
6526,23572,self-tuning histograms : building histograms without looking at data,"a aboulnaga , s chaudhuri","sigmod conference ,",1999.0
6527,23578,querying heterogeneous information sources using source descriptions,"y alon , ar levy , jo joann","the proc . of the int . conf . on very large data bases ( vldb ) , & hellip ; ,",
6528,23579,the sr-tree : an index structure for high dimensional data,"n katayama , s satoh","acm sigmod conference ,",
6529,23585,query optimization in heterogeneous databases,"w du , r krishnamurthy , m shan","proc . vldb conference , vancouver ,",
6530,23586,dynamic multidimensional histograms,"s guha , p indyk , n koudas , n thaper","proc . acm sigmod ,",
6531,23601,on the complexity of database queries,"ch papadimitriou , m yannakakis",,
6532,23604,algorithms for clustering data,"ak jain , rc dubes",,1988.0
6533,23614,database research at the university of oklahoma,"l brown , r dirckze , s guinepain , c sanchez , b","acm sigmod record ,",1999.0
6534,23616,lambda-db : an odmg-based object-oriented dbms,"l fegaras , c srinivasan , a rajendran , d maier",,
6535,23617,language specification,rt snodgrass,the tsql2 temporal query,
6536,23618,xml schema,dc fallsideâ ? ¦,,
6537,23625,using sets of feature vectors for similarity search on voxelized cad objects,"hp kriegel , s brecheisen , m pfeifle , m schubert","sigmod conference ,",2003.0
6538,23632,gigascope : a stream database for network applications,"cd cranor , t johnson , v shkapenyuk","sigmod conference ,",2003.0
6539,23646,parallel mining algorithms for generalized association rules with classification,"t shintani , m kitsuregawa","proceedings of the 1998 acm sigmod international conference & hellip ; ,",
6540,23649,temporal databases - status and research directions,rt snodgrass,"sigmod record ,",1990.0
6541,23654,fast subsequence matchingin time-seriesdatabases,"c faloutsos , m ranganathan , y manolopoulos","proc . acm sigmod ,",
6542,23655,run-time management of data intensive web sites,"d florescu , a levy , d suciu , k yagoub","webdb ( informal proceedings ) ,",1999.0
6543,23657,compressing sql workloads,"s chaudhuri , ak gupta , vr narasayya",,
6544,23658,querying the uncertain position of moving objects,"ap sistla , o wolfson , s chamberlain , s dao","lecture notes in computer science ,",1998.0
6545,23661,an early look at xquery,"a eisenberg , j melton","sigmod record ,",2002.0
6546,23662,performance evaluation and monitoring,h lucas jr,"acm computing surveys ( csur ) ,",1971.0
6547,23664,xml-based information mediation for digital libraries,"ck baru , v chu , a gupta , b ludaescher , r marciano ,",,
6548,23666,an object-oriented system for engineering applications,"a kemper , pc lockemann , m wallrath","proceedings of the 1987 acm sigmod international conference & hellip ; ,",1987.0
6549,23667,"m. and , kandil , leo-db2 's learning optimizer","m stillger , gm lohman , v markl",proc of 27th vldb,
6550,23672,mt zsu . issues in data stream management,l golab,"sigmod rec ,",
6551,23676,the aqua approximate query answering system,"sa cr941 , pb gibbons , v poosaia , s ramaswamy","proc . acm sigmod lnrernational co @ on management of data , & hellip ; ,",
6552,23677,optimizing existential datalog queries,r ramakrishnan,"proceedings of the seventh acm sigact-sigmod-sigart & hellip ; ,",1988.0
6553,23684,"et tu , xml ? the downfall of the relational empire ( abstract )",p wadler,"proceedings of the 27th international conference on very & hellip ; ,",2001.0
6554,23695,distributed processing of data dynamics,"c rolland , c richard","acm sigmod record ,",1982.0
6555,23702,dynamic itemset counting and implication rules for retail data,"s brin , r motwani , jd ullmanâ ? ¦",proc . of the acm sigmod intâ ?? l conf . on management of,
6556,23708,"implementation of two semantic query optimization techniques in db2 universal databaseâ '' , atkinson","q cheng , j gryz , f koo , tyc leung , l liu , x qian ,",international conference on very large data bases ( vldbâ ?? 99,
6557,23709,towards e ective and e cient free space management,"ml mcauliffe , mj carey , mh solomon","proc . of the acm sigmod , seiten ,",
6558,23711,efficiently updating materialized views,"ja blakeley , pa larson , fw tompa",,
6559,23716,c lustering d atabase o bjects for s emantic i ntegration of h eterogeneous d atabases,"h zhao , s ram",,
6560,23717,design of distributd real-time systems,"p verãssimo , h kopetz","acm press frontier series ,",1993.0
6561,23721,sql and management of external data . also iso/iec 9075-9-2000,j meltonâ ? ¦,information technologyâ ?? database,
6562,23725,research issues in databases for active rapidly changing data systems arcs,a datta,"acm sigmod record ,",
6563,23727,dbrs : a density-based spatial clustering method with random sampling,"x wang , hj hamilton","lecture notes in computer science ,",2003.0
6564,23737,toward autonomic computing with db2 universal database,"d zilio , ibm canada","sigmod record ,",2002.0
6565,23749,an axiomatic model of dynamic schema evolution in object-base systems,"j randal , m peters , t ã?zsu",acm transactions on database,
6566,23766,a classification-based approach to case-based reasoning,"a napoli , j lieber , a simon",,
6567,23767,visual metaphors for interacting with databases,"t catarci , mf costabile , m matera",,
6568,23774,"milo , t. , a model for active object oriented databases",c beeri,"proceedings of the 17th int . conference on vldb , barcelona ,",
6569,23777,schema evolution in database systems : an annotated bibliography,jf roddick,"acm sigmod record ,",1992.0
6570,23781,semantic feedback for interactive image retrieval,"c yang , m dong , f fotouhi","proceedings of the 13th annual acm international conference & hellip ; ,",2005.0
6571,23783,efficient algorithms for selecting advanced reservations,"m bartlett , am frisch , y hamadi , i miguel , c",,
6572,23785,the 3w model and algebra for unified data mining,"t johnson , lvs lakshmanan , rt ng","vldb ,",2000.0
