id,title,authors,venue,year
1175,agent-based semantic interoperability in infosleuth,"bruce bargmeyer , brad perry , jerry fowler , marian h. nodine",sigmod record,1999
1176,the xml typechecking problem,dan suciu,sigmod record,2002
1177,data integration and warehousing in telecom italia,"daniele nardi , maurizio lenzerini , stefano trisolini",sigmod conference,1999
1178,a compact b-tree,"ivan t. bowman , peter bumbulis",sigmod conference,2002
1179,partitioned garbage collection of large object store,"barbara liskov , umesh maheshwari",sigmod conference,1997
1180,addendum to automatic generation of production rules for integrity maintenance,"letizia tanca , stefano paraboschi , piero fraternali , stefano ceri",acm trans . database syst .,1995
1181,information systems research at rwth aachen,matthias jarke,sigmod record,1995
1182,orthogonal optimization of subqueries and aggregation,"milind joshi , césar a. galindo-legaria",sigmod conference,2001
1183,lineage tracing for general data warehouse transformations,"jennifer widom , yingwei cui",vldb j.,2003
1184,design and implementation of rmp - a virtual electronic market place,"wolfgang klas , susanne boll , bernard battaglin",sigmod record,1998
1185,modelling and querying video data,"rune hjelsvold , roger midtstraum",vldb,1994
1186,the xps approach to loading and unloading terabyte databases,sanket atal,vldb,1996
1187,dynamic multi-resource load balancing in parallel database systems,"robert marek , erhard rahm",vldb,1995
1188,update propagation protocols for replicated databases,"raghavan komondoor , abraham silberschatz , yuri breitbart , s. seshadri , rajeev rastogi",sigmod conference,1999
1189,cost models for overlapping and multiversion structures,"yufei tao , jun zhang , dimitris papadias",acm trans . database syst .,2002
1190,data mining-based intrusion detectors : an overview of the columbia ids project,"wenke lee , eleazar eskin , wei fan , salvatore j. stolfo , philip k. chan",sigmod record,2001
1191,mocha : a self-extensible database middleware system for distributed data sources,"manuel rodriguez-martinez , nick roussopoulos",sigmod conference,2000
1192,probview : a flexible probabilistic database system,"nicola leone , robert ross , laks v. s. lakshmanan , v. s. subrahmanian",acm trans . database syst .,1997
1193,proxy-based acceleration of dynamically generated content on the world wide web : an approach and implementation,"suresha , kaushik dutta , krithi ramamritham , anindya datta , helen m. thomas , debra e. vandermeer",sigmod conference,2002
1194,the oracle warehouse,gary hallmark,vldb,1995
1195,standards for databases on the grid,"andrew eisenberg , jim melton , susan malaika",sigmod record,2003
1196,evolution of groupware for business applications : a database perspective on lotus domino/notes,"c. mohan , s. watts , ron barber , amit somani , markos zaharioudakis",vldb,2000
1197,index-driven similarity search in metric spaces,"gísli r. hjaltason , hanan samet",acm trans . database syst .,2003
1198,discovering internet marketing intelligence through online analytical web usage mining,"alex g. büchner , maurice d. mulvenna",sigmod record,1998
1199,low-cost compensation-based query processing,"øystein torbjørnsen , øystein grøvlen , svein-olaf hvasshovd",vldb,1998
1200,editor 's notes,ling liu,sigmod record,2003
1201,visionary : a next generation visualization system for databases,michael stonebraker,sigmod conference,2003
1202,efficient search of multi-dimensional b-trees,"dave birdsall , hedieh yaghmai , harry leslie , rohit jain",vldb,1995
1203,practical issues with commercial use of federated databases,jim kleewein,vldb,1996
1204,parallelism and its price : a case study of nonstop sql/mp,"susanne englert , ray glasstone , waqar hasan",sigmod record,1995
1205,in cyber space no one can hear you scream,chris pound,vldb,1999
1206,cache invalidation scheme for mobile computing systems with real-time data,"hei-wing leung , joe chun-hung yuen , edward chan , kam-yiu lam",sigmod record,2000
1207,semantic access : semantic interface for querying databases,"naphtali rishe , rukshan athauda , artyom shaposhnikov , jun yuan , dmitry vasilevsky , xiaoling lu , xiaobin ma , shu-ching chen , alexander vaschillo",vldb,2000
1208,database design for incomplete relations,"mark levene , george loizou",acm trans . database syst .,1999
1209,data streams : fresh current or stagnant backwater ? ( panel ),"joseph m. hellerstein , jennifer widom",sigmod conference,2002
1210,hippocratic databases,"yirong xu , jerry kiernan , rakesh agrawal , ramakrishnan srikant",vldb,2002
1211,a new approach to developing and implementing eager database replication protocols,"gustavo alonso , bettina kemme",acm trans . database syst .,2000
1212,intra-transaction parallelism in the mapping of an object model to a relational multi-processor system,"moira c. norrie , hans-jörg schek , michael rys",vldb,1996
1213,indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,"xiaoyang sean wang , changzhou wang",vldb j.,2001
1214,the role of b2b engines in b2b integration architectures,christoph bussler,sigmod record,2002
1215,management of data and services in the environmental information system ( uis ) of baden-württemberg,"wolf-fritz riekert , roland mayer-föll , gerlinde wiest",sigmod record,1997
1216,merge replication in microsoft 's sql server 7.0,brad hammond,sigmod conference,1999
1217,qursed : querying and reporting semistructured data,"yannis papakonstantinou , michalis petropoulos , vasilis vassalos",sigmod conference,2002
1218,on the costs of multilingualism in database systems,"a. kumaran , jayant r. haritsa",vldb,2003
1219,wrapper generation for semi-structured internet sources,"craig a. knoblock , naveen ashish",sigmod record,1997
1220,time series similarity measures and time series indexing,"gautam das , dimitrios gunopulos",sigmod conference,2001
1221,chair 's message,richard t. snodgrass,sigmod record,2000
1222,dbminer : interactive mining of multiple-level knowledge in relational databases,"wei wang , krzysztof koperski , yongjian fu , osmar r. zaïane , jenny chiang , jiawei han",sigmod conference,1996
1223,answering complex sql queries using automatic summary tables,"roberta cochrane , hamid pirahesh , monica urata , markos zaharioudakis , george lapis",sigmod conference,2000
1224,efficient incremental garbage collection for client-server object database systems,"laurent amsaleg , olivier gruber , michael j. franklin",vldb,1995
1225,user-oriented smart-cache for the web : what you seek is what you get !,"arnaud sahuguet , raman chandrasekar , zoé lacroix",sigmod conference,1998
1226,maintaining data privacy in association rule mining,"shariq rizvi , jayant r. haritsa",vldb,2002
1227,"review of spatial databases with application to gis by philippe rigaux , michel scholl , and agnes voisard . morgan kaufmann 2002",nancy wiegand,sigmod record,2003
1228,an approximate search engine for structural databases,"kaizhong zhang , qicheng ma , jason tsong-li wang , xinhuan zheng , xiong wang , dennis shasha , zasha weinberg , bruce a. shapiro",sigmod conference,2000
1229,answering queries using views : a survey,alon y. halevy,vldb j.,2001
1230,semcog : an object-based image retrieval system and its visual query interface,"k. selçuk candan , wen-syan li , kyoji hirata , yoshinori hara",sigmod conference,1997
1231,finding hierarchical heavy hitters in data streams,"graham cormode , flip korn , s. muthukrishnan , divesh srivastava",vldb,2003
1232,tribeca : a stream database manager for network traffic analysis,mark sullivan,vldb,1996
1233,a complete temporal relational algebra,"debabrata dey , veda c. storey , terence m. barron",vldb j.,1996
1234,data modelling versus ontology engineering,"mustafa jarrar , peter spyns , robert meersman",sigmod record,2002
1235,implementing deductive databases by mixed integer programming,"anil nerode , colin bell , raymond t. ng , v. s. subrahmanian",acm trans . database syst .,1996
1236,evaluation of main memory join algorithms for joins with set comparison join predicates,"guido moerkotte , sven helmer",vldb,1997
1237,on relational support for xml publishing : beyond sorting and tagging,"raghav kaushik , jeffrey f. naughton , surajit chaudhuri",sigmod conference,2003
1238,spatial joins using seeded trees,"chinya v. ravishankar , ming-ling lo",sigmod conference,1994
1239,xbase : making your gigabyte disk queriable,"jianhua lv , yubin bao , hongjun lu , ge yu , guoren wang , yaxin yu",sigmod conference,2002
1240,poesia : an ontological workflow approach for composing web services in agriculture,"ling liu , eduardo delgado assad , calton pu , renato fileto , claudia bauzer medeiros",vldb j.,2003
1241,database graph views : a practical model to manage persistent graphs,"alejandro gutiérrez , philippe pucheral , jean-marc thévenin , hermann steffen",vldb,1994
1242,accessing a relational database through an object-oriented database interface,"jack a. orenstein , d. n. kamber",vldb,1995
1243,research in multi-organizational processes and semantic information brokering at the lsdis lab,"john a. miller , amit p. sheth , ismailcem budak arpinar , krys kochut",sigmod record,2001
1244,"the sensor spectrum : technology , trends , and requirements","samuel madden , wei hong , joseph m. hellerstein",sigmod record,2003
1245,visual web information extraction with lixto,"georg gottlob , robert baumgartner , sergio flesca",vldb,2001
1246,on completeness of historical relational query languages,"james clifford , albert croker , alexander tuzhilin",acm trans . database syst .,1994
1247,the gmap : a versatile tool for physical data independence,"marvin h. solomon , yannis e. ioannidis , odysseas g. tsatalos",vldb,1994
1248,describing semistructured data,luca cardelli,sigmod record,2001
1249,on periodic resource scheduling for continuous-media databases,"minos n. garofalakis , banu özden , abraham silberschatz",vldb j.,1998
1250,querying multiple bioinformatics data sources : can semantic web research help ?,"terence critchlow , matthew coleman , david buttler , wei han , daniel rocco , li xiong , ling liu , calton pu , renato fileto",sigmod record,2002
1251,capbased-ams : a capability-based and event-driven activity management system,"kamalakar karlapalem , helen p. yeung , patrick c. k. hung",sigmod conference,1996
1252,issues in developing very large data warehouses,"vish jumani , lyman do , david van rossum , pamela drew , wei jin",vldb,1998
1253,efficient algorithms for mining outliers from large data sets,"kyuseok shim , sridhar ramaswamy , rajeev rastogi",sigmod conference,2000
1254,maintenance of data cubes and summary tables in a warehouse,"inderpal singh mumick , dallan quass , barinderpal singh mumick",sigmod conference,1997
1255,historical queries along multiple lines of time evolution,"vassilis j. tsotras , gad m. landau , jeanette p. schmidt",vldb j.,1995
1256,the impact of database research on industrial products ( panel summary ),"david b. lomet , daniel barbará , josé a. blakeley , michael stonebraker , daniel h. fishman",sigmod record,1994
1257,xquery : a query language for xml,donald d. chamberlin,sigmod conference,2003
1258,"the clustra telecom database : high availability , high throughput , and real-time response","svein-olaf hvasshovd , øystein torbjørnsen , svein erik bratsberg , per holager",vldb,1995
1259,efficient processing of joins on set-valued attributes,nikos mamoulis,sigmod conference,2003
1260,evaluating queries with generalized path expressions,"guido moerkotte , sophie cluet , vassilis christophides",sigmod conference,1996
1261,towards an infrastructure for temporal databases : report of an invitational arpa/nsf workshop,"ramez elmasri , richard t. snodgrass , babis theodoulidis , inderpal singh mumick , arie segev , m. tamer özsu , umeshwar dayal , niki pissinou , barbara pernici",sigmod record,1994
1262,p-grid : a self-organizing structured p2p system,"zoran despotovic , manfred hauswirth , karl aberer , philippe cudré-mauroux , magdalena punceva , anwitaman datta , roman schmidt",sigmod record,2003
1263,the cougar approach to in-network query processing in sensor networks,"johannes gehrke , yong yao",sigmod record,2002
1264,automata theory for xml researchers,frank neven,sigmod record,2002
1265,act-net - the active database management system manifesto : a rulebase of adbms features,?,sigmod record,1996
1266,issues in data stream management,"lukasz golab , m. tamer özsu",sigmod record,2003
1267,tsql2 language specification,"wolfgang käfer , curtis e. dyreson , arie segev , krishna g. kulkarni , michael d. soo , don s. batory , ramez elmasri , nikos a. lorentzos , nick kline , john f. roddick , gad ariav , james clifford , richard t. snodgrass , suryanarayana m. sripada , t. y. cliff leung , fabio grandi , ilsoo ahn , christian s. jensen",sigmod record,1994
1268,mdm : a multiple-data-model tool for the management of heterogeneous database schemes,"paolo atzeni , riccardo torlone",sigmod conference,1997
1269,spatial data management for computer aided design,"andreas müller , marco pötke , thomas seidl , hans-peter kriegel",sigmod conference,2001
1270,cache conscious algorithms for relational query processing,"jeffrey f. naughton , ambuj shatdal , chander kant",vldb,1994
1271,proxy-server architectures for olap,"panos kalnis , dimitris papadias",sigmod conference,2001
1272,logical design for temporal databases with multiple granularities,"alexander brodsky , sushil jajodia , claudio bettini , xiaoyang sean wang",acm trans . database syst .,1997
1273,legodb : customizing relational storage for xml documents,"prasan roy , philip bohannon , jayant r. haritsa , jérôme siméon , maya ramanath , juliana freire",vldb,2002
1274,an xml query engine for network-bound data,"daniel s. weld , alon y. halevy , zachary g. ives",vldb j.,2002
1275,v-trees - a storage method for long vector data,"maurício r. mediano , marcelo dreux , marco a. casanova",vldb,1994
1276,application servers : born-again tp monitors for the web ? ( panel abstract ),c. mohan,sigmod conference,2001
1277,dbmss on a modern processor : where does time go ?,"david a. wood , mark d. hill , david j. dewitt , anastassia ailamaki",vldb,1999
1278,high-performance extensible indexing,marcel kornacker,vldb,1999
1279,"message from editor-in-chief , acm transactions on database systems",won kim,sigmod record,1999
1280,data management for earth system science,"james frew , jeff dozier",sigmod record,1997
1281,dataguides : enabling query formulation and optimization in semistructured databases,"roy goldman , jennifer widom",vldb,1997
1282,approximate medians and other quantiles in one pass and with limited memory,"bruce g. lindsay , gurmeet singh manku , sridhar rajagopalan",sigmod conference,1998
1283,on-demand data elevation in hierarchical multimedia storage servers,"thomas papadakis , peter triantafillou",vldb,1997
1284,rp * : a family of order preserving scalable distributed data structures,"witold litwin , marie-anne neimat , donovan a. schneider",vldb,1994
1285,foreword by the vldb '98 pc chairmen : best papers of vldb '98,"oded shmueli , jennifer widom",vldb j.,2000
1286,going public : open-source databases and database research,philippe bonnet,sigmod conference,2002
1287,chorochronos : a research network for spatiotemporal database systems,"enrico nardelli , timos k. sellis , andrew u. frank , stéphane grumbach , hans-jörg schek , manolis koubarakis , michel scholl , ralf hartmut güting , barbara pernici , christian s. jensen , nikos a. lorentzos , babis theodoulidis , yannis manolopoulos , peter widmayer",sigmod record,1999
1288,qxtract : a building block for efficient information extraction from plain-text databases,"luis gravano , eugene agichtein",sigmod conference,2003
1289,information systems research at george mason university,"sushil jajodia , amihai motro , edgar h. sibley , alexander brodsky , larry kerschberg , xiaoyang sean wang , daniel barbará",sigmod record,1997
1290,answering queries with useful bindings,"edward y. chang , chen li",acm trans . database syst .,2001
1291,heraclitus : elevating deltas to be first-class citizens in a database programming language,"dean jacobs , shahram ghandeharizadeh , richard hull",acm trans . database syst .,1996
1292,using referential integrity to easily define consistent subset replicas,brad hammond,vldb,1996
1293,sentinel : an object-oriented dbms with event-based rules,sharma chakravarthy,sigmod conference,1997
1294,pesto : an integrated query/browser for object databases,"laura m. haas , michael j. carey , vivekananda maganty , john h. williams",vldb,1996
1295,integrating modelling systems for environmental management information systems,"david j. abel , dean kuo , kerry l. taylor",sigmod record,1997
1296,timber : a native xml database,"andrew nierman , cong yu , jignesh m. patel , adriane chapman , nuwee wiwatwattana , h. v. jagadish , yuqing wu , laks v. s. lakshmanan , divesh srivastava , shurug al-khalifa , stelios paparizos",vldb j.,2002
1297,nodose - a tool for semi-automatically extracting semi-structured data from text documents,brad adelberg,sigmod conference,1998
1298,distinct sampling for highly-accurate answers to distinct values queries and event reports,phillip b. gibbons,vldb,2001
1299,report on first international workshop on real-time database systems,"sang hyuk son , kwei-jay lin , azer bestavros",sigmod record,1996
1300,real-time index concurrency control,"s. seshadri , jayant r. haritsa",sigmod record,1996
1301,efficiently supporting ad hoc queries in large datasets of time sequences,"h. v. jagadish , christos faloutsos , flip korn",sigmod conference,1997
1302,extending practical pre-aggregation in on-line analytical processing,"torben bach pedersen , curtis e. dyreson , christian s. jensen",vldb,1999
1303,call for book reviews,karl aberer,sigmod record,2003
1304,cmvf : a novel dimension reduction scheme for efficient indexing in a large image database,"john shepherd , quan z. sheng , du q. huynh , jialie shen , anne h. h. ngu",sigmod conference,2003
1305,your mediators need data conversion !,"sophie cluet , katarzyna smaga , jérôme siméon , claude delobel",sigmod conference,1998
1306,generating spatiotemporal datasets on the www,"mario a. nascimento , yannis theodoridis",sigmod record,2000
1307,enabling end-users to construct data-intensive web-sites from xml repositories : an example-based approach,"hiroyuki kitagawa , satoshi takano , seiichi koizumi , atsuyuki morishima",vldb,2001
1308,the context interchange mediator prototype,"kofi fynn , henry b. kon , cheng hian goh , thomas lee , stéphane bressan , stuart e. madnick , michael siegel , annie w. shum , marta jessica jakobisiak , tito pena , jessica qu , karim hussein",sigmod conference,1997
1309,1-safe algorithms for symmetric site configurations,"maitrayi sabaratnam , øystein torbjørnsen , rune humborstad , svein-olaf hvasshovd",vldb,1997
1310,a framework for information visualisation,"peter j. barclay , kenneth j. mitchell , jessie b. kennedy",sigmod record,1996
1311,introduction to constraint databases - book review,bart kuijpers,sigmod record,2002
1312,broadcast protocols to support efficient retrieval from databases by mobile users,"anindya datta , vijay kumar , aslihan celik , debra e. vandermeer",acm trans . database syst .,1999
1313,bitmap index design and evaluation,"yannis e. ioannidis , chee yong chan",sigmod conference,1998
1314,book review column,karl aberer,sigmod record,2003
1315,analysis of existing databases at the logical level : the dba companion project,"fabien de marchi , jean-marc petit , farouk toumani , stéphane lopes",sigmod record,2003
1316,a framework for supporting data integration using the materialized and virtual approaches,"gang zhou , richard hull",sigmod conference,1996
1317,from browsing to interacting : dbms support for responive websites ( abstract ),raghu ramakrishnan,sigmod conference,2000
1318,enterprise transaction processing on windows nt,greg hope,sigmod conference,1995
1319,semantic integration of semistructured and structured data sources,"sonia bergamaschi , maurizio vincini , silvana castano",sigmod record,1999
1320,picture programming project,"nita goyal , moshé m. zloof , charles hoch , michael suckow , ravi krishnamurthy , brian meckler",sigmod conference,1997
1321,ajax : an extensible data cleaning tool,"daniela florescu , helena galhardas , dennis shasha , eric simon",sigmod conference,2000
1322,"database tuning : principles , experiments , and troubleshooting techniques ( part i )","dennis shasha , philippe bonnet",sigmod conference,2002
1323,tuple routing strategies for distributed eddies,"feng tian , david j. dewitt",vldb,2003
1324,aqua : a fast decision support systems using approximate query answers,"swarup acharya , phillip b. gibbons , viswanath poosala",vldb,1999
1325,xl : a platform for web services,"andreas grünhagen , steffen rost , donald kossmann , daniela florescu",sigmod conference,2002
1326,prospector : a content-based multimedia server for massively parallel architectures,"g. linderman , alexandros biliris , h. chen , k. ganapathi , euthimios panagos , s. choo , david schrader , william o'connell",sigmod conference,1996
1327,exploiting versions for on-line data warehouse maintenance in molap servers,"heum-geun kang , chin-wan chung",vldb,2002
1328,optimizing disjunctive queries with expensive predicates,"alfons kemper , guido moerkotte , michael steinbrunn , klaus peithner",sigmod conference,1994
1329,an approach for building secure database federations,"klaus r. dittrich , dirk jonscher",vldb,1994
1330,guest editorial : databases and the web,"alberto o. mendelzon , paolo atzeni",vldb j.,2000
1331,guidelines for presentation and comparison of indexing techniques,"kotagiri ramamohanarao , alistair moffat , justin zobel",sigmod record,1996
1332,a system for watermarking relational databases,"peter j. haas , rakesh agrawal , jerry kiernan",sigmod conference,2003
1333,mining multi-dimensional constrained gradients in data cubes,"jiawei han , ke wang , joyce m. w. lam , guozhu dong , jian pei",vldb,2001
1334,a comprehensive xquery to sql translation using dynamic interval encoding,"m. tamer özsu , david toman , mariano p. consens , david dehaan",sigmod conference,2003
1335,advanced xml data processing - guest editor 's introduction,karl aberer,sigmod record,2001
1336,an asymptotically optimal multiversion b-tree,"thomas ohler , peter widmayer , bruno becker , stephan gschwind , bernhard seeger",vldb j.,1996
1337,supporting multiple view maintenance policies,"latha s. colby , kenneth a. ross , akira kawaguchi , daniel f. lieuwen , inderpal singh mumick",sigmod conference,1997
1338,flowback : providing backward recovery for workflow systems,"maria e. orlowska , ralf mühlberger , bartek kiepuszewski",sigmod conference,1998
1339,towards event-driven modelling for database design,"maguelonne teisseire , pascal poncelet , rosine cicchetti",vldb,1994
1340,congressional samples for approximate answering of group-by queries,"viswanath poosala , swarup acharya , phillip b. gibbons",sigmod conference,2000
1341,a configrable type hierarchy index for oodb,"thomas a. mück , martin l. polaschek",vldb j.,1997
1342,functional-join processing,"reinhard braumandl , alfons kemper , donald kossmann , jens claußen",vldb j.,2000
1343,autoadmin ` what-if ' index analysis utility,"surajit chaudhuri , vivek r. narasayya",sigmod conference,1998
1344,efficient k-nn search on vertically decomposed data,"niels nes , martin l. kersten , nikos mamoulis , arjen p. de vries",sigmod conference,2002
1345,"`` honey , i shrunk the dbms '' : footprint , mobility , and beyond ( panel )",praveen seshadri,sigmod conference,1999
1346,the impact of global clustering on spatial database systems,"thomas brinkhoff , hans-peter kriegel",vldb,1994
1347,access to objects by path expressions and rules,"jürgen frohn , georg lausen , heinz uphoff",vldb,1994
1348,on parallel execution of multiple pipelined hash joins,"philip s. yu , hui-i hsiao , ming-syan chen",sigmod conference,1994
1349,preference formulas in relational queries,jan chomicki,acm trans . database syst .,2003
1350,supply chain infrastructures : system integration and information sharing,"michael o. ball , louiqa raschid , meng ma , zhengying zhao",sigmod record,2002
1351,critical database technologies for high energy physics,"david m. malon , edward n. may",vldb,1997
1352,chair 's message,richard t. snodgrass,sigmod record,2000
1353,composing xsl transformations with xml publishing views,"chengkai li , p. p. s. narayan , henry f. korth , philip bohannon",sigmod conference,2003
1354,informix online xps,robert h. gerber,sigmod conference,1995
1355,analysis of predictive spatio-temporal queries,"dimitris papadias , jimeng sun , yufei tao",acm trans . database syst .,2003
1356,quickly generating billion-record synthetic databases,"susanne englert , jim gray , kenneth baclawski , peter j. weinberger , prakash sundaresan",sigmod conference,1994
1357,projecting xml documents,"amélie marian , jérôme siméon",vldb,2003
1358,sampling large databases for association rules,hannu toivonen,vldb,1996
1359,"adaptive , fine-grained sharing in a client-server oodbms : a callback-based approach","michael j. carey , michael j. franklin , markos zaharioudakis",acm trans . database syst .,1997
1360,a performance evaluation of oid mapping techniques,"andré eickler , carsten andreas gerlhof , donald kossmann",vldb,1995
1361,rethinking database system architecture : towards a self-tuning risc-style database system,"surajit chaudhuri , gerhard weikum",vldb,2000
1362,online dynamic reordering,"bhaskaran raman , joseph m. hellerstein , vijayshankar raman",vldb j.,2000
1363,hyperfile : a data and query model for documents,"david bloom , chris clifton , hector garcia-molina",vldb j.,1995
1364,a case for intelligent disks ( idisks ),"kimberly keeton , joseph m. hellerstein , david a. patterson",sigmod record,1998
1365,learning table access cardinalities with leo,"volker markl , guy m. lohman",sigmod conference,2002
1366,implementing deletion in b + - trees,jan jannink,sigmod record,1995
1367,implementation of two semantic query optimization techniques in db2 universal database,"k. bernhard schiefer , fred koo , t. y. cliff leung , linqi liu , jarek gryz , xiaoyan qian , qi cheng",vldb,1999
1368,multiple-view self-maintenance in data warehousing environments,nam huyn,vldb,1997
1369,oracle media server : providing consumer based interactive access to multimedia data,"mark porter , andrew laursen , jeffrey olkin",sigmod conference,1994
1370,irisnet : an architecture for internet-scale sensing services,"phillip b. gibbons , suman nath , amol deshpande , srinivasan seshan , brad karp , yan ke",vldb,2003
1371,a framework for expressing and combining preferences,"edward l. wimmers , rakesh agrawal",sigmod conference,2000
1372,the myriad federated database prototype,"k. mediratta , ee-peng lim , j. stenoien , s. musukula , jaideep srivastava , h.-r . yang , d. clements , m. ganesh , san-yih hwang",sigmod conference,1994
1373,xmas : an extensible main-memory storage system for high-performance applications,"ki hong kim , yong sik kwon , sang kyun cha , jang ho park , byoung dae park , sangho lee",sigmod conference,1998
1374,qualified answers that reflect user needs and preferences,"terry gaasterland , jorge lobo",vldb,1994
1375,constraints for semi-structured data and xml,"wenfei fan , peter buneman , scott weinstein , jérôme siméon",sigmod record,2001
1376,acm multimedia '94 conference workshop on multimedia database management systems,"p. bruce berra , bhavani m. thuraisingham , kingsley c. nwosu",sigmod record,1995
1377,querying and mining data streams : you only get one look a tutorial,"minos n. garofalakis , rajeev rastogi , johannes gehrke",sigmod conference,2002
1378,book review column,karl aberer,sigmod record,2003
1379,independence is good : dependency-based histogram synopses for high-dimensional data,"amol deshpande , rajeev rastogi , minos n. garofalakis",sigmod conference,2001
1380,xmark : a benchmark for xml data management,"martin l. kersten , ralph busse , florian waas , michael j. carey , albrecht schmidt , ioana manolescu",vldb,2002
1381,chair 's message,m. tamer özsu,sigmod record,2003
1382,approximate similarity retrieval with m-trees,"fausto rabitti , giuseppe amato , pavel zezula , pasquale savino",vldb j.,1998
1383,finding intensional knowledge of distance-based outliers,"raymond t. ng , edwin m. knorr",vldb,1999
1384,highly concurrent cache consistency for indices in client-server database systems,"michael j. carey , markos zaharioudakis",sigmod conference,1997
1385,a taxonomy for secure object-oriented databases,"sebastiaan h. von solms , martin s. olivier",acm trans . database syst .,1994
1386,xtract : a system for extracting document type descriptors from xml documents,"rajeev rastogi , s. seshadri , minos n. garofalakis , aristides gionis , kyuseok shim",sigmod conference,2000
1387,filtering algorithms and implementation for very fast publish/subscribe,"kenneth a. ross , françoise fabret , françois llirbat , joão pereira , hans-arno jacobsen , dennis shasha",sigmod conference,2001
1388,towards an effective calculus for object query languages,"david maier , leonidas fegaras",sigmod conference,1995
1389,xml schema,"jim melton , charles e. campbell , andrew eisenberg",sigmod record,2003
1390,fast and accurate text classification via multiple linear discriminant projections pp,"shourya roy , mahesh v. soundalgekar , soumen chakrabarti",vldb j.,2003
1391,document management as a database problem,rudolf bayer,vldb,1995
1392,fast incremental maintenance of approximate histograms,"yossi matias , phillip b. gibbons , viswanath poosala",vldb,1997
1393,minimization of tree pattern queries,"sihem amer-yahia , divesh srivastava , laks v. s. lakshmanan , sungran cho",sigmod conference,2001
1394,report on the fourth international conference on flexible query answering systems,"gabriella pasi , amihai motro , patrick bosc",sigmod record,2001
1395,a user-centered interface for querying distributed multimedia databases,"kimberly m. james , isabel f. cruz",sigmod conference,1999
1396,evaluating functional joins along nested reference sets in object-relational and object-oriented databases,"alfons kemper , reinhard braumandl , jens claußen",vldb,1998
1397,the query optimizer in tandem 's new serverware sql product,pedro celis,vldb,1996
1398,self-similarity in the web,"stephen dill , andrew tomkins , ravi kumar , sridhar rajagopalan , kevin s. mccurley , d. sivakumar",vldb,2001
1399,developments at acm tods,richard t. snodgrass,sigmod record,2003
1400,sit-in : a real-life spatio-temporal information system,"stefano de francisci , rossella molinaro , orietta gargano , mario paolucci , leonardo tininini , giuseppe sindoni , paola patteri , amedea ambrosetti , pina ticca , cristina bedeschi",vldb,2001
1401,conceptual schema analysis : techniques and applications,"valeria de antonellis , barbara pernici , maria grazia fugini , silvana castano",acm trans . database syst .,1998
1402,on the discovery of interesting patterns in association rules,"sridhar ramaswamy , sameer mahajan , abraham silberschatz",vldb,1998
1403,"db2 common server : technology , progress , & directions",bruce g. lindsay,vldb,1995
1404,models and languages for describing and discovering e-services,"ming-chien shan , fabio casati",sigmod conference,2001
1405,distributed query evaluation on semistructured data,dan suciu,acm trans . database syst .,2002
1406,database management systems and the internet,susan malaika,vldb,1996
1407,estimating the selectivity of xml path expressions for internet scale applications,"ashraf aboulnaga , jeffrey f. naughton , alaa r. alameldeen",vldb,2001
1408,a 20/20 vision of the vldb-2020 ?,"shamkant b. navathe , erich j. neuhold , gio wiederhold , anant jhingran , s. misbah deen",vldb,2000
1409,a brief survey of web data extraction tools,"berthier a. ribeiro-neto , alberto h. f. laender , altigran soares da silva , juliana s. teixeira",sigmod record,2002
1410,editor 's notes,arie segev,sigmod record,1994
1411,"pm3 : an orthogonal persistent systems programming language - design , implementation , performance","antony l. hosking , jiawan chen",vldb,1999
1412,query execution techniques for caching expensive methods,"joseph m. hellerstein , jeffrey f. naughton",sigmod conference,1996
1413,online query processing,"peter j. haas , joseph m. hellerstein",sigmod conference,2001
1414,"lessons from wall street : case studies in configuration , tuning , and distribution ( tutorial )",dennis shasha,sigmod conference,1997
1415,declarative updates of relational databases,weidong chen,acm trans . database syst .,1995
1416,a case for fractured mirrors,"ravishankar ramamurthy , qi su , david j. dewitt",vldb,2002
1417,providing dynamic security control in a federated database,"r. f. churchhouse , w. a. gray , n. b. idris",vldb,1994
1418,"semantic web workshop : models , architectures and management","vassilis christophides , dimitris plexousakis , panos constantopoulos",sigmod record,2001
1419,persistent threads,"joachim w. schmidt , florian matthes",vldb,1994
1420,secure transaction processing in firm real-time database systems,"binto george , jayant r. haritsa",sigmod conference,1997
1421,flexible relations - operational support of variant relational structures,"peter dadam , christian kalus",vldb,1995
1422,mariposa : a wide-area distributed database system,"carl staelin , paul m. aoki , witold litwin , michael stonebraker , adam sah , jeff sidell , andrew yu , avi pfeffer",vldb j.,1996
1423,report on the semantic web workshop at www 2002,"martin r. frank , natalya fridman noy , steffen staab",sigmod record,2002
1424,overview of the special section on temporal database infrastructure,richard t. snodgrass,sigmod record,1994
1425,path queries on compressed xml,"martin grohe , peter buneman , christoph koch",vldb,2003
1426,a comparison of selectivity estimators for range queries on metric attributes,"bernhard seeger , björn blohsfeld , dieter korus",sigmod conference,1999
1427,the dangers of replication and a solution,"dennis shasha , jim gray , patrick e. o'neil , pat helland",sigmod conference,1996
1428,the query by image content ( qbic ) system,"denis lee , wayne niblack , james l. hafner , dragutin petkovic , myron flickner , jonathan ashley",sigmod conference,1995
1429,distributed deviation detection in sensor networks,"dimitrios gunopulos , themistoklis palpanas , dimitris papadopoulos , vana kalogeraki",sigmod record,2003
