id,title,authors,venue,year
6507,building hierarchical classifiers using class proximity,"k wang , s zhou , sc liew","vldb ,",1999.0
6508,the bucky object-relational benchmark,"dj dewitt , m carey , j naughton , m asgarian , j",,1997.0
6509,"topaz : a cost-based , rule-driven , multi-phase parallelizer","c nippl , b mitschang",,1998.0
6510,the efficiency of gloss for the text database discovery problem,"l gravano , h garcia-molina , a tomasic",,1993.0
6511,exploratory and multivariate data analysis,m jambu,,1991.0
6512,high-performance generalized search trees,m kornacker,"vldb , sept ,",
6513,modelling and querying video data,"r hjelsvold , r midtstraum","vldb ,",1994.0
6514,faloutsos . c. ( 1997 ) . efficiently supporting ad hoc queries in large datasets of time sequences,"f korn , h jagadish",proceedings,
6515,vertical partitioning algorithms for database design,"s navathe , s ceri , g wiederhold , j dou","acm transactions on database systems ,",1984.0
6516,a retrospective on database application development frameworks,la rowe,"sigmod record ,",1992.0
6517,mining multi-dimensional association rules using data cubes,"j han , m kamber , j chiang",,
6518,architecture and implementation of the darmstadt database kernel system . acm-sigmod,hb paulâ ? ¦,"proc . int . conf . on management of data , san francisco ,",
6519,microsoft data mining : integrated business intelligence for e-commerce and knowledge management,b de ville,,2001.0
6520,semantic b2b integration,c bussler,,
6521,the garlie project,mt rothâ ? ¦,"proceedings of acm sigmod conference ,",
6522,"constraint-based rule mining in large , dense databases","rj bayardo , r agrawal , d gunopulos","data mining and knowledge discovery ,",2000.0
6523,"power system information theory , advances in power system control","hb sun , bm zhang , l tangâ ? ¦","operation and management international conference ( apscom ) ,",
6524,the role concept in database models,"c bachman , m daya","proc . 1977 vldb conference , tokyo , japan , october ,",
6525,title :,ra norris,,
6526,self-tuning histograms : building histograms without looking at data,"a aboulnaga , s chaudhuri","sigmod conference ,",1999.0
6527,querying heterogeneous information sources using source descriptions,"y alon , ar levy , jo joann","the proc . of the int . conf . on very large data bases ( vldb ) , & hellip ; ,",
6528,the sr-tree : an index structure for high dimensional data,"n katayama , s satoh","acm sigmod conference ,",
6529,query optimization in heterogeneous databases,"w du , r krishnamurthy , m shan","proc . vldb conference , vancouver ,",
6530,dynamic multidimensional histograms,"s guha , p indyk , n koudas , n thaper","proc . acm sigmod ,",
6531,on the complexity of database queries,"ch papadimitriou , m yannakakis",,
6532,algorithms for clustering data,"ak jain , rc dubes",,1988.0
6533,database research at the university of oklahoma,"l brown , r dirckze , s guinepain , c sanchez , b","acm sigmod record ,",1999.0
6534,lambda-db : an odmg-based object-oriented dbms,"l fegaras , c srinivasan , a rajendran , d maier",,
6535,language specification,rt snodgrass,the tsql2 temporal query,
6536,xml schema,dc fallsideâ ? ¦,,
6537,using sets of feature vectors for similarity search on voxelized cad objects,"hp kriegel , s brecheisen , m pfeifle , m schubert","sigmod conference ,",2003.0
6538,gigascope : a stream database for network applications,"cd cranor , t johnson , v shkapenyuk","sigmod conference ,",2003.0
6539,parallel mining algorithms for generalized association rules with classification,"t shintani , m kitsuregawa","proceedings of the 1998 acm sigmod international conference & hellip ; ,",
6540,temporal databases - status and research directions,rt snodgrass,"sigmod record ,",1990.0
6541,fast subsequence matchingin time-seriesdatabases,"c faloutsos , m ranganathan , y manolopoulos","proc . acm sigmod ,",
6542,run-time management of data intensive web sites,"d florescu , a levy , d suciu , k yagoub","webdb ( informal proceedings ) ,",1999.0
6543,compressing sql workloads,"s chaudhuri , ak gupta , vr narasayya",,
6544,querying the uncertain position of moving objects,"ap sistla , o wolfson , s chamberlain , s dao","lecture notes in computer science ,",1998.0
6545,an early look at xquery,"a eisenberg , j melton","sigmod record ,",2002.0
6546,performance evaluation and monitoring,h lucas jr,"acm computing surveys ( csur ) ,",1971.0
6547,xml-based information mediation for digital libraries,"ck baru , v chu , a gupta , b ludaescher , r marciano ,",,
6548,an object-oriented system for engineering applications,"a kemper , pc lockemann , m wallrath","proceedings of the 1987 acm sigmod international conference & hellip ; ,",1987.0
6549,"m. and , kandil , leo-db2 's learning optimizer","m stillger , gm lohman , v markl",proc of 27th vldb,
6550,mt zsu . issues in data stream management,l golab,"sigmod rec ,",
6551,the aqua approximate query answering system,"sa cr941 , pb gibbons , v poosaia , s ramaswamy","proc . acm sigmod lnrernational co @ on management of data , & hellip ; ,",
6552,optimizing existential datalog queries,r ramakrishnan,"proceedings of the seventh acm sigact-sigmod-sigart & hellip ; ,",1988.0
6553,"et tu , xml ? the downfall of the relational empire ( abstract )",p wadler,"proceedings of the 27th international conference on very & hellip ; ,",2001.0
6554,distributed processing of data dynamics,"c rolland , c richard","acm sigmod record ,",1982.0
6555,dynamic itemset counting and implication rules for retail data,"s brin , r motwani , jd ullmanâ ? ¦",proc . of the acm sigmod intâ ?? l conf . on management of,
6556,"implementation of two semantic query optimization techniques in db2 universal databaseâ '' , atkinson","q cheng , j gryz , f koo , tyc leung , l liu , x qian ,",international conference on very large data bases ( vldbâ ?? 99,
6557,towards e ective and e cient free space management,"ml mcauliffe , mj carey , mh solomon","proc . of the acm sigmod , seiten ,",
6558,efficiently updating materialized views,"ja blakeley , pa larson , fw tompa",,
6559,c lustering d atabase o bjects for s emantic i ntegration of h eterogeneous d atabases,"h zhao , s ram",,
6560,design of distributd real-time systems,"p verãssimo , h kopetz","acm press frontier series ,",1993.0
6561,sql and management of external data . also iso/iec 9075-9-2000,j meltonâ ? ¦,information technologyâ ?? database,
6562,research issues in databases for active rapidly changing data systems arcs,a datta,"acm sigmod record ,",
6563,dbrs : a density-based spatial clustering method with random sampling,"x wang , hj hamilton","lecture notes in computer science ,",2003.0
6564,toward autonomic computing with db2 universal database,"d zilio , ibm canada","sigmod record ,",2002.0
6565,an axiomatic model of dynamic schema evolution in object-base systems,"j randal , m peters , t ã?zsu",acm transactions on database,
6566,a classification-based approach to case-based reasoning,"a napoli , j lieber , a simon",,
6567,visual metaphors for interacting with databases,"t catarci , mf costabile , m matera",,
6568,"milo , t. , a model for active object oriented databases",c beeri,"proceedings of the 17th int . conference on vldb , barcelona ,",
6569,schema evolution in database systems : an annotated bibliography,jf roddick,"acm sigmod record ,",1992.0
6570,semantic feedback for interactive image retrieval,"c yang , m dong , f fotouhi","proceedings of the 13th annual acm international conference & hellip ; ,",2005.0
6571,efficient algorithms for selecting advanced reservations,"m bartlett , am frisch , y hamadi , i miguel , c",,
6572,the 3w model and algebra for unified data mining,"t johnson , lvs lakshmanan , rt ng","vldb ,",2000.0
6573,temporal inegrity constraints in relational databases,j chomicki,,
6574,a clustering algorithm for hierarchical structures,m schkolnick,"acm trans . database syst ,",1977.0
6575,nearest neighbor query,"n roussopoulos , s kelly , f vincent","proc . of acm sigmod conf ,",
6576,finding data in the neighborhood,"a eickler , a kemper , d kossmann","proceedings of the international conference on very large & hellip ; ,",1997.0
6577,operations and queries in object-oriented databases supporting complex objects,"n bhalla , s balasundaram","information and software technology ,",1993.0
6578,"the implementation of germ , an entity-relationship data base management system","rl benneworth , cd bishop , cjm turnbull , wd holman ,","vldb ,",1981.0
6579,efficient materialization and use of views in data warehouses .,acms anthology,"sigmod record ,",1999.0
6580,random sampling techniques for space efficient online computation of order statistics of large,"gs manku , s rajagopalan , bg lindsay","sigmod conference ,",1999.0
6581,on the semantics of `` now '' in databases,"j james clifford , ce dyreson , t isakowitz , cs","acm trans . database syst ,",
6582,an update propagation method based on the tree of replicas in partially replicated databases,km liewâ ? ¦,,
6583,turbo-charging vertical mining of large databases,"p shenoy , jr haritsa , s sudarshan , g bhalotia , m","sigmod conference ,",2000.0
6584,the merge/purge problem for large databases,"ma hernndez , sj stolfo","proceedings of sigmod-95 ,",
6585,indexing spatio-temporal archives,"m hadjieleftheriou , g kollios , vj tsotras , d","vldb journal ,",2005.0
6586,efficient 3-d range searching in external memory,j vitter,,
6587,"a response to r. camps ' article â ?? domains , relations and religious warsâ ??",cj date,"acm sigmod record ,",1996.0
6588,dynamic load balancing for parallel association rule mining on heterogeneous pc cluster system,"m kitsuregawa , t tamura","proceedings of the 25th international conference on very & hellip ; ,",
6589,staggered striping in multimedia information systems,"s ghandeharizadeh , rmx ju",,
6590,improving query optimization for disjunctive datalog,"c cumbo , w faber , g greco",,
6591,of xml and databases : where 's the beef ?,m carey,"sigmod record ,",2000.0
6592,toward recovery-oriented computing,a fox,"vldb ,",2002.0
6593,"preference sql - design , implementation , experiences","w kiessling , g koestler","vldb ,",2002.0
6594,practical suffix tree construction,"s tata , ra hankins , jm patel","proceedings of the international conference on very large & hellip ; ,",2004.0
6595,a goal-driven auto-configuration tool for the distributed workflow management system mentor-lite,"m gillmann , j weissenfels , g shegalov , w wonner , g","sigmod conference ,",2000.0
6596,ramamritham . recovery protocolsfor sharedmemorydatabasesystems,ld moleskyandk,"proceedings of the 1995 acm sigmod ,",
6597,an efficient approach for approximating multi-dimensional range queries and nearest neighbor,"c domeniconi , d gunopulos",,
6598,extensible database management systems,"mj carey , lm haas","sigmod record ,",1990.0
6599,the sdss skyserverâ ?? public access to the sloan digital sky server data . acm sigmod 2002,"as szalay , j gray , ar thakar , pz kunszt , t malik ,",,2001.0
6600,algorithms for finding attribute valuegroup for binary segmentationof categorical databases,t tokuyama,,
6601,improving data access of j2ee applications by exploiting asynchronous processing and caching,"s kounev , a buchmann",proc . of the 28th international conference on very large,
6602,technique for universal quantification in sql .,"sigmod record , 1991","sigmod record ,",1991.0
6603,versions and workspaces in microsoft repository,"tbpab shankar , pd shutt",,
6604,safe lazy software upgrades in object-oriented databases,"b liskov , c moh , s richman , l shrira , y cheung , c",,
6605,olympic records for data at the 1998 nagano games,er lassettre,,
6606,secure transaction processing in real-time database systems,"b george , j haritsa","proc . of acm sigmod conf , may ,",
6607,special issue on rule management and processing in expert database systems - letter from the guest,tk sellis,"sigmod record ,",
6608,new tpc benchmarks for decision support and web commerce,"m poess , c floyd","acm sigmod record ,",2000.0
6609,on parallel execution of multiple pipelined hash joins,"hi hsiao , ms chen , ps yu","sigmod conference ,",1994.0
6610,the management transition,l goff,"computerworld ,",
6611,ripple joins for online aggregation,"pj haas , jm hellerstein",,
6612,tales from warehouse,j ambrosio,"computerworld ,",
6613,processing multi-join query in parallel systems,"kl tan , h lu","& hellip ; on applied computing : technological challenges of the 1990 &#39; s ,",1992.0
6614,logical design of relational database schemes,"ly yuan , zm ozsoyoglu",,
6615,yuqing wu . t imber : a native xml database,"hv jagadish , s al-khalifa , l lakshmanan , a nierman","& hellip ; of michigan , april 2002 . http://www . eecs . umich .",
6616,fast nearest neighbor search in medical image databases,"f korn , c faloutsos , e siegel , z protopapas","vldb ,",1996.0
6617,an investigation of documents from the world wide web,"a woodruff , pm aoki , ea brewer , p gauthier , la","www5 / computer networks ,",1996.0
6618,rate-basedqueryoptimizationfor streaming information sources,njf viglase,"proceedings of acm sigmod , madison , wi ,",
6619,a cost model for clustered object-oriented databases,"zh tangot , stg france",,
6620,selectivity estimators for multidimensional range queries over real attributes,"d gunopulos , g kollios , vj tsotras , c domeniconi","the vldb journal the international journal on very large & hellip ; ,",2005.0
6621,an overview of vhdl language and technology,m shahdad,"proceedings of the 23rd acm/ieee conference on design & hellip ; ,",1986.0
6622,squeal : a structured query language for the web,"e spertus , la stein","www9 / computer networks ,",2000.0
6623,sddl : a system for distributed databases,jb rothnieâ ? ¦,"acm trans . database syst ,",
6624,"efficient evaluation of right - , left - , and multi-linear rules",jf naughton,"proceedings of the 1989 acm sigmod international conference & hellip ; ,",1989.0
6625,fast subsequence matching in time-series databases,"c faloutsos , m ranganathan , y manolopoulos",proceedings of the 1994 acm sigmod international conference,
6626,query optimization by simulation annealing,"ye ioannidis , e wong","proc . acm sigmod int &#39; l conf ,",
6627,"flow injection analysis . principles , techniques and applications",w frenzel,,1993.0
6628,data modelling versus ontology engineering,"p spyns , r meersman","sigmod record ,",2002.0
6629,are quorums an alternative for data replication ?,"r jimenez-peris , m patino-martinez , g alonso , b","acm transactions on database systems ,",2003.0
6630,client-based access control management for xml documents,"l bouganim , fd ngoc , p pucheral","proceedings of the international conference on very large & hellip ; ,",2004.0
6631,providing dynamic security control in a federated database,"nb idris , wa gray , rf churchhouse","proceedings of the international conference on very large & hellip ; ,",1994.0
6632,an efficient algorithms for mining association rules in large databases . proceedings of the 21th,"a savasere , e miecinski , s navathe",,1995.0
6633,alphasort : a risc machine sort,"c nyberg , t barclay , z cvetanovic , j gray , d lomet","proceedings of the 1994 acm sigmod international conference & hellip ; ,",1994.0
6634,experiences in federated databases : from iro-db to miro-web . 24st conf . on very large databases,"p fankhauser , g gardarin , m lopez , j munoz , a","new york , ny ,",
6635,finite-tree analysis for constraint logic-based languages,"r bagnara , r gori , pm hill , e zaffanella","lecture notes in computer science ,",2001.0
6636,a studey of three alternative workstation-server architectures for object-oriented databases,"d dewitt , p futtersak , d maier , f velez","proc . vldb conf ,",
6637,a scalable parallel classier for data mining,"j shafer , r agrawal , m mehta","proc . 22nd international conference on vldb , mumbai , india . (",
6638,temporal query processing and optimization in multiprocessor database machines,", rr muntz",,
6639,sigmod 2003 demo proposal : relational on-line exchange with xml,"p bohannon , xl dong , s ganguly , hf korth , c li ,",,
6640,user-oriented smart-cache for the web : what you seek is what you get ! - group of 4 & raquo ;,"z lacroix , a sahuguet , r chandrasekar","proceedings of the 1998 acm sigmod international conference & hellip ; ,",1998.0
6641,efficient indexing methods for probabilistic threshold queries over uncertain data,"r cheng , y xia , s prabhakar , r shah , js vitter","proceedings of the international conference on very large & hellip ; ,",2004.0
6642,improving the query performance of high-dimensional index structures by bulk-load operations,"s berchtold , c boehm , hp kriegel","lecture notes in computer science ,",1998.0
6643,direct transitive closure algorithms : design and performance evaluation,"r agrawal , s dar , hv jagadish","acm transactions on database systems ,",1990.0
6644,an integrated approach to communications switching,dj mcauliffe,"proc . int &#39; l comm . conf ,",
6645,mind your vocabulary : query mapping across heterogeneous information sources ( extended version ),cck chang,,
6646,sql and management of external data,"j melton , je michels , v josifovski , k kulkarni , p","acm sigmod record ,",2001.0
6647,scalable techniques for mining causal structures,"c silverstein , s brin , r motwani , j ullman","data mining and knowledge discovery ,",2000.0
6648,chain : operator scheduling for memory minimization in stream systems,"m dalar , b babcock , s babu , r motwani","proceedings of acm-sigmod ,",
6649,towards an infrastructure for temporal databases : report of an invitational arpa/nsf workshop,"a segev , b theodoulidis , ij dayal","sigmod record ,",1994.0
6650,processing aggregate relational queries with hard time constraints,"wh hot891 , g ozsoyoglu , b taneja","proceedings of the acm sigmod conference , pp ,",
6651,data storage technology,"s setia , o frieder , d grossman",,
6652,oracle media server : providing consumer based interactive access to multimedia data,"a laursen , j olkin , m porter","sigmod conference ,",1994.0
6653,automatic detection and repair of errors in data structures,"b demsky , m rinard",,
6654,"finding generalized projected clusters in high dimensional spaces , sigmoid record v. 29 , no. 2 , 2000","c aggrawal , ps yu","on management of data , dallas , tx ,",
6655,opt + + : an object-oriented implementation for database query ( ) plimiza | ion,"n kabra , d dewitt","submitted for publication , february ,",
6656,improving access to environmental data using context information,"a tomasic , e simon","sigmod record ,",1997.0
6657,"an ? swenson , jr on the semantics of the relational data model",ha schmid,"proc . acm sigmod conf. , wf king , ed. , san jose , calif. , may ,",
6658,data bubbles : quality preserving performance boosting,"m breuning , hp kriegel , p krã ¶ ger , j sander","proc . acm sigmod ,",
6659,answering xml queries on heterogeneous data sources [ c ],"m ioana , f daniela , k donald","proceedings of the vldb conference , rome ,",
6660,copy detection mechanisms for digital documents,"s brin , j davis , h garcia-molina","sigmod conference ,",1995.0
6661,title ?,g de vaucouleurs,"ann . dâ ?? ap ,",
6662,report on the edbt '02 panel on scientific data integration,"o boucelma , s castano , c goble , v josifovski , z","sigmod record ,",2002.0
6663,performing joins without decompression in a compressed database system,", n winterbottom","sigmod record ,",2003.0
6664,a recovery algorithm for a distributed database system,"n goodman , d skeen , a chan , u dayal , s fox , d ries","proceedings of the 2nd acm sigact-sigmod symposium on & hellip ; ,",1983.0
6665,from codd to xml,"v vianu , aw odyssey","proceedings of the twentieth acm sigmod-sigact-sigart & hellip ; ,",
6666,research and practice in federated information systems : report of the efisâ ?? 2000 international,"w hasselbring , wj van den heuvel , gj houben , rd","sigmod record ,",
6667,roadrunner : towards automatic data extraction from large web sites,"g mecca , v crescenzi , p merialdo","proceedings of the 27th very large databases conference , & hellip ; ,",
6668,sql standardization : the next steps,"a eisenberg , j melton","acm sigmod record ,",2000.0
6669,the archiecre of the eden system,"ed lazowska , hm levy , gt almes , mj fischer , rj",,
6670,versions and workspaces in microsoft repository,"t bergstraesser , pa bernstein , s pal , d shutt",,
6671,task allocation in a distributed system,"j hine , t holzer",procs . of,
6672,fast algorithms for mining association rules in large databases,"ra as941 , r srikant","proceedings of international conference on very large & hellip ; ,",
6673,xml-based information mediation with mix,"c baru , a gupta , r marciano , y papakonstantinou , p",,
6674,electronic commerce comes to the â ?? netâ ??,"ja edelheit , mr miller","bt technology journal ,",1997.0
6675,optimizing queries on files,mp consens,,
6676,xquery : a query language for xml . w3c working draft,"d chamberlin , d florescu , j robie , m stefanescu",,
6677,dax : a dynamically adaptive distributed system for processing complex continuous queries,"b liu , y zhu , m jbantova , e rundensteiner","vldb demo ,",
6678,report on second international workshop on advanced issues of e-commerce and web-based information,"kl wu , ps yu","sigmod record ,",2000.0
6679,interactive query and search in semistructured databases,"r goldman , j widom","lecture notes in computer science ,",1999.0
6680,evolution of groupware for business applications : a database perspective on lotus domino/notes,"c mohan , r barber , s watts , a somani , m","proceedings of the international conference on very large & hellip ; ,",2000.0
6681,object decomposition for spatial query processing,"yj lee , sj lee , cw chung",,
6682,an authorization system for temporal data,"a gal , v atluri , g xu",,
6683,exemplary programming in rita,da waterman,"acm sigart bulletin ,",1977.0
6684,energy efficient indexing on air,"t irniefinski , s vishwanathan , br badrinath","ln proceedings of the acm sigmod international conference on & hellip ; ,",
6685,a programming language for object databases,"a albano , g ghelli , r orsini","j. very large data bases ,",
6686,spartan : a model-based semantic compression for massive data tables,"s babu , m garofalakis , r rastogi","acm sigmod conference ,",
6687,a componentized architecture for dynamic electronic markets .,acms anthology,"sigmod record ,",1998.0
6688,information visualization guest editors ' foreword,"e ioannidis , r beigel , b shneiderman , jb kennedy ,","sigmod record ,",1996.0
6689,1991 . segment indexes : dynamic indexing techniques for multi-dimensional interval data,"c kolovson , m stonebraker",proc . acm sigmod int . conf . on management of,
6690,density biased sampling : an improved method for data mining and clustering,cr palmer,"sigmod conference ,",2000.0
6691,the design and implementation of ingres,m stonebraker,"acm transactions on database systems ,",1976.0
6692,a framework for clustering evolving data streams,"c charu , h jia-wei","proc the 29th vldb conference . berlin : johann christoph & hellip ; ,",
6693,storage service providers : a solution for storage management ?,"b ozden , e gabber , b hillyer , wt ng , e shriver , dj","proceedings of the international conference on very large & hellip ; ,",
6694,quickly generating billion-record synthetic databases,"p sundaresan , k baclawski , s englert , j gray",,
6695,towards adaptive workflow systems,"a bernstein , c dellarocas , m klein",,
6696,foreword,m carr,"bt technology journal ,",2003.0
6697,cure : an efficient clustering algorithm for large database,"s guha , r rastogi , k shim","proc . acm sigmod int . conf . on management of data , seattle , & hellip ; ,",
6698,on-line reorganization of sparsely-populated b + - trees,"c zou , b salzberg","proceedings of the 1996 acm sigmod international conference & hellip ; ,",1996.0
6699,algorithms for materialized view design in data warehousing environment,j yang,"vldb ,",1997.0
6700,a new normal form for nested relations,"zm ozsoyoglu , ly yuan","acm transactions on database systems ,",1987.0
6701,formal aspects of concurrency control in long-duration transaction systems using the nt/pv model,"hf korth , g speegle","acm transactions on database systems ,",1994.0
6702,"poâ ?? neil , and d. shasha . the dangers of replication and a solution","j gray , p helland","acm sigmod conf . on management of data , canada ,",
6703,an introduction to system reliability analysis,"rn shaw , ide videlo","bt technology journal ,",1993.0
6704,the dangers of replication,"j gray , p helland , poâ ?? neil , d shasha","proceedings of the 1996 acm sigmod international conference & hellip ; ,",
6705,edge-based approach to mesh simplification,"k choo , id yun , su lee","3-d digital imaging and modeling , 1999 . proceedings . second & hellip ; ,",1999.0
6706,introduction to a system for distributed databases,"jb rothnie , pa bernstein , sa fox , n goodman , mm","acm trans . on database systems ,",
6707,access methods for multiversion data,"d lomet , b salzberg","proceedings of the 1989 acm sigmod international conference & hellip ; ,",1989.0
6708,a new algorithm for faster mining of generalized association rules,"j hipp , a myka , r wirth",,
6709,the evolution of effective b-tree : page organization and techniques : a personal account,d lomet,"sigmod record ,",2001.0
6710,interactive muves in the dive system,o hagsand,"ieee computer ,",
6711,toxgene : an extensible template-based data generator for xml .,"d barbosa , ao mendelzon , j keenleyside , ka lyons",,
6712,signature caching in parallel object database systems,k norvag,"information and software technology ,",2002.0
6713,a survey ofapproaches toautomatic schema matching,"e rahm , pa bernstein","the vldb journal ,",
6714,processing olap queries in hierarchically clustered databases,"d theodoratos , a tsois","data & knowledge engineering ,",2003.0
6715,composing web services on the semantic web,"b medjahed , a bouguettaya , ak elmagarmid","the vldb journal the international journal on very large & hellip ; ,",2003.0
6716,"improving business process quality through exception understanding , prediction , and prevention",d grigori,"vldb ,",2001.0
6717,integrity checking in deductive databases,"r kowalsky , f sadri , p soper","proc . of the 13th vldb , brighton ,",
6718,a deductive database language supporting modules,b freitag,,
6719,anda . pfeffer . generalizedsearchtreesfordatabasesystems,"jm hellerstein , jf naughton","proc . 21st int . conf . very large data bases ,",
6720,design of relational database schemas .,g pangalos,"information and software technology ,",1988.0
6721,advanced database technologies in a diabetic healthcare system,"w hsu , ml lee , bc ooi , pk mohanty , kl teo , c xia","vldb ,",2002.0
6722,parallel execution of test runs for database application systems,"f haftmann , d kossmann , e lo","proceedings of the 31st international conference on very & hellip ; ,",2005.0
6723,safe and efficient sharing of persistent objects in thor,"b liskov , a adya , m castro , s ghemawat , r gruber ,","sigmod conference ,",1996.0
6724,emancipating instances from the tyranny of classes in information modeling,"j parsons , y wand","acm transactions on database systems ,",2000.0
6725,methodology for development and employment of ontology based knowledge management applications,"y sure , s staab","sigmod record ,",2002.0
6726,special issue in multidatabase systems,a sheth,"acm sigmod record ,",
6727,web services architecture,k mockford,"bt technology journal ,",2004.0
6728,introduction to the special issue on semantic integration,"ah doan , nf noy , ay halevy","acm sigmod record ,",2004.0
6729,knowledge management !,r garner,"computerworld ,",
6730,processing queries over rdf views of wrapped relational databases,"j petrini , t risch",,
6731,"using taxonomy , discriminants , and signatures for navigating in text databases","scbdr agrawal , p raghavan",,
6732,analysis of n-dimensional quadtrees using the hausdorff fâ ?? ractal dimension,"v gaede , hu zu berlin , s str",,
6733,analysis of object retrieval performance from optical disks,s christodoulakis,"acm trans . database syst ,",
6734,heterogeneous database query optimization in db2 universal datajoiner,"s venkataraman , t zhang","vldb ,",1998.0
6735,a performance study of query optimization algorithms on a database system supporting procedures,a jhingran,"vldb ,",1988.0
6736,multigranularity locking in multiple job classes transaction processing system,h kong,"sigmod record ,",1995.0
6737,"ã cents â ? ¬ å?rule languages and internal algebras for rule-based optimizers , ''","m cherniak , sb zdonik","proceedings of the sigmodconference on management of data , & hellip ; ,",
6738,picodbms : scaling down database techniques for the smartcard,"p pucheral , l bouganim , p valduriez , c bobineau","the vldb journal the international journal on very large & hellip ; ,",2001.0
6739,"carey , and al. shoring up persistent applications","sb davidson , as koskym","proc . acm sigmod symp . on the management of data ,",
6740,foreword,f briggs,"bt technology journal ,",1997.0
6741,a review of data mining techniques,"sj lee , k siau",,
6742,the theory of joins in relational databases,"av ah , c beeri , jd ullman","acm transactions on database systems ,",1979.0
6743,foreword,pb domorski,"bt technology journal ,",2000.0
6744,design and implementation of a tcp/ip core for reconfigurable logic,c kachris,,2001.0
6745,the r * - tree : an efficient and robust access method for points and rectangles proc,"n bechmann , hp kriegel , r schneider , b seeger","acm sigmod ,",
6746,advanced separation of concerns,"j brichau , m glandrup , s clarke , l bergmans","lecture notes in computer science ,",2002.0
6747,mining conserved xml query paths for dynamic-conscious caching,"q zhao , ss bhowmick","proceedings of the 14th acm international conference on & hellip ; ,",2005.0
6748,a nanotechnology-based approach to data storage,"e eleftheriou , p baechtold , g cherubini , a","vldb ,",2003.0
6749,research directions in object-oriented databases,w kim,"proc . of the 9th acm sigact-sigmod-sigart symposium on & hellip ; ,",
6750,standard for multimedia databases,jr smith,"proceedings of the 2001 acm sigmod international conference & hellip ; ,",2001.0
6751,", b. , and widmayer , p. 1997 . a generic approach to bulk loading multidimensional index structures",v den bercken,proceedings of the 23rd international conference on very,
6752,incremental computation of nested relational query expressions,"l baekgaard , l mark","acm transactions on database systems ,",1995.0
6753,type-checking oql queries in the odmg type systems,s alagic,"acm transactions on database systems ,",1999.0
6754,requirement engineering,"apnp rolland , p negoro","information and software technology ,",1999.0
6755,mining fuzzy quantitative association rules,w zhang,,
6756,bank of america case study : the information currency advantage,"f carino , m jahnke","vldb ,",1998.0
6757,m-tree : an efficient access method for similarity search in metric spaces,p ciaccia,"vldb ,",1997.0
6758,datajoiner : a practical approach to multi-database access,"p gupta , e lin","parallel and distributed information systems , 1994. , & hellip ; ,",
6759,incremental maintenance of graph structured views,"y zhuge , h garcia-molina",technical report { stanford university http://www-db . stanford .,
6760,incorporating xsl processing into database engines,g moerkotte,,
6761,the design and evaluation of a query processing architecture for sensor networks,sr madden,,2003.0
6762,schrodinger operators,"hl cycon , rg froese , w kirsch , b simon",,1987.0
6763,on the performance of object clustering techniques,"mm tsangaris , jf naughton",,
6764,on the power of canonical queries,"mh graham , ao mendelzon","unpublished manuscript ,",
6765,understanding the performance of many tcp flows,"l qiu , y zhang , s keshav","computer networks ,",2001.0
6766,a simple bounded disorder file organization with good performance,db lomet,"acm transactions on database systems ,",1988.0
6767,an efficient algorithm for heap storage allocation,"cb weinstock , wa wulf","acm sigplan notices ,",1988.0
6768,continuously adaptive continuous queries over streams,"s madden , ma shah , jm hellerstein",,
6769,the bucky object-relational benchmark,mj carey,"sigmod rec ,",1997.0
6770,a survey of logical models for olap databases,"p vassiliadis , tk sellis","sigmod record ,",1999.0
6771,constrained nearest neighbor queries,"h ferhatosmanoglu , i stanoi , d agrawal",,
6772,stack database model/view of multimedia data,"af cã ¡ rdenas , pa michael , bs islam",,
6773,on the recognition and design of acyclic databases,"ad ` atri , m moscarini","proceedings of the 3rd acm sigact-sigmod symposium on & hellip ; ,",1984.0
6774,good : agraph-oriented object database system,"m gemis , j paredaens , i thyssens",,
6775,database techniques for the world -- wide web . . a survey,"f daniela , l alon , m alberto","sigmod record ,",
6776,andez . schema mapping as query discovery,"r miller , l haas , m hern","proc . of vldb ,",
6777,managing risk,e greenberg,"pc magazine ,",
6778,probabilistic primality tests,a bektaå ?,,2005.0
6779,commands as media : design and implementation of a command stream,"jl herlocker , ja konstan","proceedings of the third acm international conference on & hellip ; ,",1995.0
6780,s. abiteboul . and h. garcia-hlolina . object fusion in mediator systems,y papakonstantinou,proceedings of the end internationul conference on l ã ¨ ry,
6781,"fastmap : a fast algorithm for indexing , data-mining and visualization of traditional and multimedia","c faloutsos , ki lin","md ,",
6782,compressed accessibility map : efficient access control for xml .,"t yu , d srivastava , lvs lakshmanan , hv jagadish","vldb ,",2002.0
6783,toward innovation and diversity in management research methods,"jm bartunek , p bobko , n venkatraman","the academy of management journal ,",1993.0
6784,"donâ ?? t scrap it , wrap it ! a wrapper architecture for legacy sources","mt roth , p schwarz","proceedings of vldb conference ,",
6785,xcerpt and visxcerpt : from pattern-based to visual querying of xml and semistructured data,"f bry , s berger , s schaffert","proceedings of the 29 thintl . conference on very large & hellip ; ,",
6786,formal query languages for secure relational databases,"k smith , x qian","acm transactions on database systems ,",1994.0
6787,milprit : mining interval logic patterns with regular expression constraints,"s de amo , a giacometti , ms santana",,
6788,a logical model of trust in electronic commerce,yaohua tan,"electronic markets ,",2000.0
6789,a graphical environment for temporal reasoning,g kutty,,1994.0
6790,efficient optimization of a class of relational expeessions,"av ah , y sagiv , jd ullman","acm transactions on database systems ,",1979.0
